fecha_divorcio,sexo_1,sexo_2,fecha_matrimonio,tiempo_transcurrido,anios_matrimonio,anio_divorcio,anio_matrimonio,mes_divorcio,tipo_pareja
2022-03-24,No declara,"NO DECLARA""",1991-03-20,11327 days,31.0,2022,1991.0,3,desconocido
2022-05-10,Masculino,"F""",2000-12-15,7816 days,21.4,2022,2000.0,5,dif sexo
2022-05-25,Masculino,"F""",2000-12-01,7845 days,21.5,2022,2000.0,5,dif sexo
2022-10-19,Masculino,"F""",2000-07-10,8136 days,22.3,2022,2000.0,10,dif sexo
2022-12-22,Masculino,"F""",1996-08-16,9624 days,26.3,2022,1996.0,12,dif sexo
2022-09-23,No declara,"NO DECLARA""",1992-04-03,11130 days,30.5,2022,1992.0,9,desconocido
2022-10-19,Masculino,"F""",2000-07-19,8127 days,22.3,2022,2000.0,10,dif sexo
2022-10-12,Masculino,"NO DECLARA""",1997-03-06,9351 days,25.6,2022,1997.0,10,dif sexo
2022-04-27,Masculino,"F""",1996-09-19,9351 days,25.6,2022,1996.0,4,dif sexo
2022-03-15,Masculino,"F""",2000-03-22,8028 days,22.0,2022,2000.0,3,dif sexo
2022-10-13,Masculino,"F""",1997-01-10,9407 days,25.8,2022,1997.0,10,dif sexo
2022-07-11,Masculino,"F""",2000-10-20,7934 days,21.7,2022,2000.0,7,dif sexo
2022-05-22,Masculino,"F""",2000-04-06,8081 days,22.1,2022,2000.0,5,dif sexo
2022-05-22,Masculino,"F""",2000-04-06,8081 days,22.1,2022,2000.0,5,dif sexo
2022-12-21,Masculino,"F""",2000-01-20,8371 days,22.9,2022,2000.0,12,dif sexo
2022-11-04,Masculino,"F""",2000-12-22,7987 days,21.9,2022,2000.0,11,dif sexo
2022-08-12,Masculino,"F""",2000-11-02,7953 days,21.8,2022,2000.0,8,dif sexo
2022-08-04,No declara,"NO DECLARA""",1991-04-11,11438 days,31.3,2022,1991.0,8,desconocido
2022-03-07,Masculino,"F""",1996-09-09,9310 days,25.5,2022,1996.0,3,dif sexo
2022-11-24,Masculino,"F""",2000-04-03,8270 days,22.6,2022,2000.0,11,dif sexo
2022-05-31,No declara,"F""",1996-09-19,9385 days,25.7,2022,1996.0,5,desconocido
2022-10-04,Masculino,"F""",1992-03-06,11169 days,30.6,2022,1992.0,10,dif sexo
2022-06-24,Masculino,"F""",2000-07-04,8025 days,22.0,2022,2000.0,6,dif sexo
2022-05-14,Masculino,"F""",2000-03-29,8081 days,22.1,2022,2000.0,5,dif sexo
2022-04-21,Masculino,"F""",2000-03-17,8070 days,22.1,2022,2000.0,4,dif sexo
2022-09-22,Masculino,"F""",2000-09-21,8036 days,22.0,2022,2000.0,9,dif sexo
2022-06-07,Masculino,"F""",2001-08-16,7600 days,20.8,2022,2001.0,6,dif sexo
2022-04-05,Masculino,"F""",2000-12-29,7767 days,21.3,2022,2000.0,4,dif sexo
2022-03-03,Masculino,"F""",2000-03-02,8036 days,22.0,2022,2000.0,3,dif sexo
2022-09-01,Masculino,"F""",2000-01-07,8273 days,22.7,2022,2000.0,9,dif sexo
2022-06-21,Masculino,"F""",2000-05-26,8061 days,22.1,2022,2000.0,6,dif sexo
2022-02-12,Masculino,"F""",2001-03-15,7639 days,20.9,2022,2001.0,2,dif sexo
2022-02-25,Masculino,"F""",2001-09-28,7455 days,20.4,2022,2001.0,2,dif sexo
2022-11-02,Masculino,"F""",2001-08-17,7747 days,21.2,2022,2001.0,11,dif sexo
2022-02-25,Masculino,"F""",2001-09-11,7472 days,20.5,2022,2001.0,2,dif sexo
2022-02-25,Masculino,"F""",2001-12-26,7366 days,20.2,2022,2001.0,2,dif sexo
2022-03-30,Masculino,"F""",2001-03-01,7699 days,21.1,2022,2001.0,3,dif sexo
2022-03-07,No declara,"NO DECLARA""",1987-12-07,12509 days,34.2,2022,1987.0,3,desconocido
2022-04-25,Masculino,"F""",1997-12-05,8907 days,24.4,2022,1997.0,4,dif sexo
2022-08-04,No declara,"NO DECLARA""",1997-12-23,8990 days,24.6,2022,1997.0,8,desconocido
2022-11-10,No declara,"NO DECLARA""",1990-03-06,11937 days,32.7,2022,1990.0,11,desconocido
2022-09-05,Masculino,"F""",2001-06-22,7745 days,21.2,2022,2001.0,9,dif sexo
2022-05-20,Masculino,"F""",2008-08-13,5028 days,13.8,2022,2008.0,5,dif sexo
2022-12-01,Masculino,"F""",2001-03-15,7931 days,21.7,2022,2001.0,12,dif sexo
2022-06-07,No declara,"NO DECLARA""",1997-12-09,8946 days,24.5,2022,1997.0,6,desconocido
2022-11-01,Masculino,"DESCONOCIDO""",2008-10-23,5122 days,14.0,2022,2008.0,11,dif sexo
2022-03-16,Masculino,"F""",2001-07-26,7538 days,20.6,2022,2001.0,3,dif sexo
2022-07-18,No declara,"NO DECLARA""",1990-01-17,11870 days,32.5,2022,1990.0,7,desconocido
2022-05-11,Masculino,"F""",2001-03-09,7733 days,21.2,2022,2001.0,5,dif sexo
2022-12-10,No declara,"NO DECLARA""",1987-12-09,12785 days,35.0,2022,1987.0,12,desconocido
2022-02-22,Masculino,"F""",2001-12-14,7375 days,20.2,2022,2001.0,2,dif sexo
2022-12-07,Masculino,"F""",1997-12-12,9126 days,25.0,2022,1997.0,12,dif sexo
2022-11-30,No declara,"NO DECLARA""",1991-03-19,11579 days,31.7,2022,1991.0,11,desconocido
2022-11-17,Masculino,"F""",2001-01-05,7986 days,21.9,2022,2001.0,11,dif sexo
2022-09-28,Masculino,"F""",2001-10-25,7643 days,20.9,2022,2001.0,9,dif sexo
2022-03-14,Masculino,"F""",2001-02-16,7696 days,21.1,2022,2001.0,3,dif sexo
2022-12-07,Masculino,"F""",2001-07-20,7810 days,21.4,2022,2001.0,12,dif sexo
2022-08-12,Masculino,"F""",2001-03-30,7805 days,21.4,2022,2001.0,8,dif sexo
2022-09-20,Masculino,"F""",2008-11-14,5058 days,13.8,2022,2008.0,9,dif sexo
2022-06-23,No declara,"NO DECLARA""",1987-06-19,12788 days,35.0,2022,1987.0,6,desconocido
2022-12-15,Masculino,"F""",2001-02-15,7973 days,21.8,2022,2001.0,12,dif sexo
2022-06-16,Masculino,"F""",2001-11-16,7517 days,20.6,2022,2001.0,6,dif sexo
2022-03-15,Masculino,"F""",2001-05-10,7614 days,20.8,2022,2001.0,3,dif sexo
2022-05-06,Masculino,"F""",2001-12-14,7448 days,20.4,2022,2001.0,5,dif sexo
2022-04-01,Masculino,"F""",2001-03-05,7697 days,21.1,2022,2001.0,4,dif sexo
2022-03-14,No declara,"NO DECLARA""",1987-09-24,12590 days,34.5,2022,1987.0,3,desconocido
2022-08-04,Masculino,"F""",2001-06-16,7719 days,21.1,2022,2001.0,8,dif sexo
2022-12-14,Masculino,"F""",1997-12-11,9134 days,25.0,2022,1997.0,12,dif sexo
2022-12-16,Masculino,"NO DECLARA""",1989-12-14,12055 days,33.0,2022,1989.0,12,dif sexo
2022-04-24,Masculino,"F""",2001-12-12,7438 days,20.4,2022,2001.0,4,dif sexo
2022-12-02,Masculino,"F""",2001-12-21,7651 days,20.9,2022,2001.0,12,dif sexo
2022-06-13,Masculino,"F""",2001-10-26,7535 days,20.6,2022,2001.0,6,dif sexo
2022-04-28,Masculino,"F""",2005-12-06,5987 days,16.4,2022,2005.0,4,dif sexo
2022-10-03,Masculino,"F""",2001-04-26,7830 days,21.4,2022,2001.0,10,dif sexo
2022-09-06,Masculino,"F""",2007-01-25,5703 days,15.6,2022,2007.0,9,dif sexo
2022-05-30,Masculino,"F""",1997-04-08,9183 days,25.1,2022,1997.0,5,dif sexo
2022-07-30,No declara,"F""",1987-12-18,12643 days,34.6,2022,1987.0,7,desconocido
2022-09-14,Masculino,"F""",2001-04-19,7818 days,21.4,2022,2001.0,9,dif sexo
2022-09-26,Masculino,"F""",2001-01-02,7937 days,21.7,2022,2001.0,9,dif sexo
2022-11-16,Masculino,"F""",2001-03-21,7910 days,21.7,2022,2001.0,11,dif sexo
2022-04-27,No declara,"F""",1991-07-19,11240 days,30.8,2022,1991.0,4,desconocido
2022-04-21,Masculino,"F""",2001-05-24,7637 days,20.9,2022,2001.0,4,dif sexo
2022-12-27,Masculino,"F""",2000-09-18,8135 days,22.3,2022,2000.0,12,dif sexo
2022-03-30,Masculino,"F""",2005-07-14,6103 days,16.7,2022,2005.0,3,dif sexo
2022-05-05,No declara,"NO DECLARA""",1988-06-07,12385 days,33.9,2022,1988.0,5,desconocido
2022-04-26,Masculino,"F""",1995-07-14,9783 days,26.8,2022,1995.0,4,dif sexo
2022-12-06,Masculino,"F""",2000-05-24,8231 days,22.5,2022,2000.0,12,dif sexo
2022-11-16,Masculino,"F""",2004-07-14,6699 days,18.3,2022,2004.0,11,dif sexo
2022-10-03,Masculino,"F""",2000-09-21,8047 days,22.0,2022,2000.0,10,dif sexo
2022-03-10,Masculino,"F""",1994-07-22,10093 days,27.6,2022,1994.0,3,dif sexo
2022-02-17,Masculino,"F""",2000-02-25,8028 days,22.0,2022,2000.0,2,dif sexo
2022-12-29,Masculino,"F""",2004-01-16,6922 days,19.0,2022,2004.0,12,dif sexo
2022-12-13,No declara,"NO DECLARA""",1988-04-21,12654 days,34.6,2022,1988.0,12,desconocido
2022-12-13,No declara,"NO DECLARA""",1992-11-17,10983 days,30.1,2022,1992.0,12,desconocido
2022-10-14,No declara,"F""",1992-07-08,11055 days,30.3,2022,1992.0,10,desconocido
2022-05-27,No declara,"F""",1988-02-29,12506 days,34.2,2022,1988.0,5,desconocido
2022-09-01,Masculino,"F""",2005-02-18,6404 days,17.5,2022,2005.0,9,dif sexo
2022-09-04,No declara,"NO DECLARA""",1995-03-17,10033 days,27.5,2022,1995.0,9,desconocido
2022-03-08,Masculino,"F""",1992-05-14,10890 days,29.8,2022,1992.0,3,dif sexo
2022-09-01,Masculino,"F""",2002-03-01,7489 days,20.5,2022,2002.0,9,dif sexo
2022-04-27,Masculino,"F""",2002-03-22,7341 days,20.1,2022,2002.0,4,dif sexo
2022-09-15,Masculino,"F""",2000-10-11,8009 days,21.9,2022,2000.0,9,dif sexo
2022-09-29,Masculino,"F""",1994-05-19,10360 days,28.4,2022,1994.0,9,dif sexo
2022-05-23,Masculino,"F""",2000-04-05,8083 days,22.1,2022,2000.0,5,dif sexo
2022-06-13,Masculino,"F""",2002-09-27,7199 days,19.7,2022,2002.0,6,dif sexo
2022-09-09,Masculino,"F""",2003-05-09,7063 days,19.3,2022,2003.0,9,dif sexo
2022-02-20,Masculino,"F""",2000-08-31,7843 days,21.5,2022,2000.0,2,dif sexo
2022-02-20,Masculino,"F""",2000-05-26,7940 days,21.7,2022,2000.0,2,dif sexo
2022-03-18,No declara,"NO DECLARA""",1995-01-31,9908 days,27.1,2022,1995.0,3,desconocido
2022-11-10,Masculino,"F""",2003-06-27,7076 days,19.4,2022,2003.0,11,dif sexo
2022-05-16,Masculino,"F""",2002-03-01,7381 days,20.2,2022,2002.0,5,dif sexo
2022-04-29,No declara,"NO DECLARA""",1994-11-11,10031 days,27.5,2022,1994.0,4,desconocido
2022-10-21,Masculino,"F""",1995-10-05,9878 days,27.0,2022,1995.0,10,dif sexo
2022-07-14,Masculino,"F""",2000-12-01,7895 days,21.6,2022,2000.0,7,dif sexo
2022-07-07,Masculino,"F""",1994-11-16,10095 days,27.6,2022,1994.0,7,dif sexo
2022-05-17,Masculino,"F""",2000-07-07,7984 days,21.9,2022,2000.0,5,dif sexo
2022-06-27,Masculino,"F""",2004-12-03,6415 days,17.6,2022,2004.0,6,dif sexo
2022-12-12,Masculino,"F""",2003-05-14,7152 days,19.6,2022,2003.0,12,dif sexo
2022-01-04,Masculino,"F""",2004-08-27,6339 days,17.4,2022,2004.0,1,dif sexo
2022-08-30,No declara,"NO DECLARA""",1994-08-12,10245 days,28.0,2022,1994.0,8,desconocido
2022-08-09,Masculino,"F""",1995-10-13,9797 days,26.8,2022,1995.0,8,dif sexo
2022-04-19,Masculino,"NO DECLARA""",1988-03-04,12464 days,34.1,2022,1988.0,4,dif sexo
2022-04-21,Masculino,"F""",2000-08-16,7918 days,21.7,2022,2000.0,4,dif sexo
2022-07-30,Masculino,"F""",2004-11-26,6455 days,17.7,2022,2004.0,7,dif sexo
2022-06-28,Masculino,"F""",2000-01-14,8201 days,22.5,2022,2000.0,6,dif sexo
2022-09-26,Masculino,"F""",2004-01-15,6829 days,18.7,2022,2004.0,9,dif sexo
2022-06-26,Masculino,"F""",1994-09-16,10145 days,27.8,2022,1994.0,6,dif sexo
2022-08-12,Masculino,"F""",2004-11-05,6489 days,17.8,2022,2004.0,8,dif sexo
2022-06-21,Masculino,"F""",2000-03-16,8132 days,22.3,2022,2000.0,6,dif sexo
2022-10-17,Masculino,"F""",2000-06-26,8148 days,22.3,2022,2000.0,10,dif sexo
2022-06-21,Masculino,"F""",2002-09-19,7215 days,19.8,2022,2002.0,6,dif sexo
2022-08-17,Masculino,"F""",1994-09-29,10184 days,27.9,2022,1994.0,8,dif sexo
2022-10-11,Masculino,"F""",2000-09-15,8061 days,22.1,2022,2000.0,10,dif sexo
2022-05-23,Masculino,"F""",2005-02-04,6317 days,17.3,2022,2005.0,5,dif sexo
2022-05-17,Masculino,"F""",2000-01-14,8159 days,22.3,2022,2000.0,5,dif sexo
2022-07-15,Masculino,"NO DECLARA""",1987-07-01,12798 days,35.0,2022,1987.0,7,dif sexo
2022-02-25,Masculino,"F""",1995-12-22,9562 days,26.2,2022,1995.0,2,dif sexo
2022-06-16,Masculino,"F""",2000-11-24,7874 days,21.6,2022,2000.0,6,dif sexo
2022-03-04,Masculino,"F""",2000-05-11,7967 days,21.8,2022,2000.0,3,dif sexo
2022-09-05,Masculino,"F""",2000-12-01,7948 days,21.8,2022,2000.0,9,dif sexo
2022-02-02,No declara,"NO DECLARA""",1996-08-14,9303 days,25.5,2022,1996.0,2,desconocido
2022-06-02,Masculino,"F""",2000-02-04,8154 days,22.3,2022,2000.0,6,dif sexo
2022-05-20,Masculino,"F""",2000-10-12,7890 days,21.6,2022,2000.0,5,dif sexo
2022-03-18,No declara,"NO DECLARA""",1988-07-08,12306 days,33.7,2022,1988.0,3,desconocido
2022-08-05,Masculino,"F""",2000-11-17,7931 days,21.7,2022,2000.0,8,dif sexo
2022-05-25,No declara,"NO DECLARA""",1992-10-09,10820 days,29.6,2022,1992.0,5,desconocido
2022-01-04,Masculino,"F""",2000-06-14,7874 days,21.6,2022,2000.0,1,dif sexo
2022-07-26,Masculino,"F""",2000-02-18,8194 days,22.4,2022,2000.0,7,dif sexo
2022-07-14,Masculino,"F""",2000-10-27,7930 days,21.7,2022,2000.0,7,dif sexo
2022-06-23,Masculino,"F""",2000-04-07,8112 days,22.2,2022,2000.0,6,dif sexo
2022-11-29,No declara,"F""",1995-09-29,9923 days,27.2,2022,1995.0,11,desconocido
2022-03-08,Masculino,"F""",1995-09-29,9657 days,26.4,2022,1995.0,3,dif sexo
2022-06-13,Masculino,"F""",2000-09-21,7935 days,21.7,2022,2000.0,6,dif sexo
2022-03-02,Masculino,"F""",2000-11-17,7775 days,21.3,2022,2000.0,3,dif sexo
2022-09-15,Masculino,"F""",2000-04-26,8177 days,22.4,2022,2000.0,9,dif sexo
2022-04-05,Masculino,"F""",1992-07-24,10847 days,29.7,2022,1992.0,4,dif sexo
2022-02-10,Masculino,"F""",2004-04-23,6502 days,17.8,2022,2004.0,2,dif sexo
2022-12-01,Masculino,"F""",2007-10-03,5538 days,15.2,2022,2007.0,12,dif sexo
2022-08-18,No declara,"F""",1995-09-22,9827 days,26.9,2022,1995.0,8,desconocido
2022-10-06,Masculino,"F""",2000-09-22,8049 days,22.0,2022,2000.0,10,dif sexo
2022-07-13,Masculino,"F""",2000-08-25,7992 days,21.9,2022,2000.0,7,dif sexo
2022-09-23,Masculino,"F""",2000-12-21,7946 days,21.8,2022,2000.0,9,dif sexo
2022-06-25,Masculino,"F""",2000-09-29,7939 days,21.7,2022,2000.0,6,dif sexo
2022-07-30,No declara,"NO DECLARA""",1996-03-04,9644 days,26.4,2022,1996.0,7,desconocido
2022-06-23,Masculino,"F""",2000-09-14,7952 days,21.8,2022,2000.0,6,dif sexo
2022-06-27,Masculino,"F""",2000-01-14,8200 days,22.5,2022,2000.0,6,dif sexo
2022-12-10,Masculino,"F""",2000-12-15,8030 days,22.0,2022,2000.0,12,dif sexo
2022-02-21,Masculino,"NO DECLARA""",1988-02-05,12435 days,34.0,2022,1988.0,2,dif sexo
2022-10-03,Masculino,"F""",2000-09-15,8053 days,22.0,2022,2000.0,10,dif sexo
2022-03-20,Masculino,"F""",2000-05-11,7983 days,21.9,2022,2000.0,3,dif sexo
2022-09-19,Masculino,"F""",1988-11-03,12373 days,33.9,2022,1988.0,9,dif sexo
2022-08-14,Masculino,"F""",2000-03-09,8193 days,22.4,2022,2000.0,8,dif sexo
2022-09-19,No declara,"NO DECLARA""",1995-07-18,9925 days,27.2,2022,1995.0,9,desconocido
2022-12-30,Masculino,"F""",2000-04-19,8290 days,22.7,2022,2000.0,12,dif sexo
2022-01-12,Masculino,"F""",2000-12-07,7706 days,21.1,2022,2000.0,1,dif sexo
2022-04-09,Masculino,"F""",2000-07-12,7941 days,21.7,2022,2000.0,4,dif sexo
2022-10-23,Masculino,"F""",2000-03-14,8258 days,22.6,2022,2000.0,10,dif sexo
2022-10-04,Masculino,"F""",1996-02-26,9717 days,26.6,2022,1996.0,10,dif sexo
2022-08-31,Masculino,"F""",2000-03-03,8216 days,22.5,2022,2000.0,8,dif sexo
2022-09-06,Masculino,"F""",2000-12-01,7949 days,21.8,2022,2000.0,9,dif sexo
2022-06-09,Masculino,"F""",2000-10-13,7909 days,21.7,2022,2000.0,6,dif sexo
2022-04-18,Masculino,"F""",2000-02-08,8105 days,22.2,2022,2000.0,4,dif sexo
2022-07-13,Masculino,"F""",2000-06-23,8055 days,22.1,2022,2000.0,7,dif sexo
2022-08-09,Masculino,"F""",1988-08-18,12409 days,34.0,2022,1988.0,8,dif sexo
2022-07-14,Masculino,"F""",2000-02-25,8175 days,22.4,2022,2000.0,7,dif sexo
2022-08-22,Masculino,"F""",2000-10-04,7992 days,21.9,2022,2000.0,8,dif sexo
2022-08-22,Masculino,"F""",2000-06-23,8095 days,22.2,2022,2000.0,8,dif sexo
2022-05-06,Masculino,"F""",2000-10-27,7861 days,21.5,2022,2000.0,5,dif sexo
2022-07-11,Masculino,"F""",2000-03-02,8166 days,22.4,2022,2000.0,7,dif sexo
2022-09-29,Masculino,"F""",2000-03-30,8218 days,22.5,2022,2000.0,9,dif sexo
2022-03-28,No declara,"F""",2000-02-11,8081 days,22.1,2022,2000.0,3,desconocido
2022-11-03,No declara,"NO DECLARA""",1992-11-13,10947 days,30.0,2022,1992.0,11,desconocido
2022-10-13,Masculino,"F""",2000-03-16,8246 days,22.6,2022,2000.0,10,dif sexo
2022-08-31,Masculino,"F""",2000-02-24,8224 days,22.5,2022,2000.0,8,dif sexo
2022-10-05,Masculino,"F""",1992-12-03,10898 days,29.8,2022,1992.0,10,dif sexo
2022-12-05,Masculino,"F""",2000-07-07,8186 days,22.4,2022,2000.0,12,dif sexo
2022-06-23,Masculino,"F""",2000-06-16,8042 days,22.0,2022,2000.0,6,dif sexo
2022-01-05,No declara,"NO DECLARA""",1992-08-10,10740 days,29.4,2022,1992.0,1,desconocido
2022-09-23,Masculino,"F""",2000-01-06,8296 days,22.7,2022,2000.0,9,dif sexo
2022-09-23,Masculino,"NO DECLARA""",1992-09-04,10976 days,30.1,2022,1992.0,9,dif sexo
2022-04-21,No declara,"NO DECLARA""",1993-07-22,10500 days,28.7,2022,1993.0,4,desconocido
2022-10-17,Masculino,"F""",2000-03-17,8249 days,22.6,2022,2000.0,10,dif sexo
2022-01-07,Masculino,"F""",2000-09-14,7785 days,21.3,2022,2000.0,1,dif sexo
2022-09-30,Masculino,"F""",2000-12-21,7953 days,21.8,2022,2000.0,9,dif sexo
2022-08-30,Masculino,"F""",2000-09-28,8006 days,21.9,2022,2000.0,8,dif sexo
2022-11-04,Masculino,"F""",2000-02-09,8304 days,22.7,2022,2000.0,11,dif sexo
2022-12-07,Masculino,"F""",1992-07-02,11115 days,30.4,2022,1992.0,12,dif sexo
2022-06-28,Masculino,"F""",2000-10-20,7921 days,21.7,2022,2000.0,6,dif sexo
2022-11-07,Masculino,"F""",2000-05-11,8215 days,22.5,2022,2000.0,11,dif sexo
2022-07-14,No declara,"NO DECLARA""",1987-12-21,12624 days,34.6,2022,1987.0,7,desconocido
2022-03-10,Masculino,"F""",2000-08-16,7876 days,21.6,2022,2000.0,3,dif sexo
2022-03-28,Masculino,"F""",2000-04-07,8025 days,22.0,2022,2000.0,3,dif sexo
2022-01-04,Masculino,"F""",2000-12-19,7686 days,21.0,2022,2000.0,1,dif sexo
2022-03-10,No declara,"NO DECLARA""",1992-06-19,10856 days,29.7,2022,1992.0,3,desconocido
2022-03-29,No declara,"NO DECLARA""",1987-12-04,12534 days,34.3,2022,1987.0,3,desconocido
2022-05-23,Masculino,"F""",2000-03-10,8109 days,22.2,2022,2000.0,5,dif sexo
2022-11-03,Masculino,"F""",2000-08-31,8099 days,22.2,2022,2000.0,11,dif sexo
2022-10-16,Masculino,"F""",2000-07-21,8122 days,22.2,2022,2000.0,10,dif sexo
2022-09-04,No declara,"NO DECLARA""",1987-12-04,12693 days,34.8,2022,1987.0,9,desconocido
2022-08-10,Masculino,"F""",2000-08-17,8028 days,22.0,2022,2000.0,8,dif sexo
2022-02-21,No declara,"NO DECLARA""",1990-10-10,11457 days,31.4,2022,1990.0,2,desconocido
2022-09-16,Masculino,"F""",2000-07-20,8093 days,22.2,2022,2000.0,9,dif sexo
2022-03-22,Masculino,"F""",2000-03-29,8028 days,22.0,2022,2000.0,3,dif sexo
2022-06-30,Masculino,"F""",2000-10-12,7931 days,21.7,2022,2000.0,6,dif sexo
2022-04-18,Masculino,"NO DECLARA""",1992-09-11,10811 days,29.6,2022,1992.0,4,dif sexo
2022-08-19,Masculino,"F""",2000-09-22,8001 days,21.9,2022,2000.0,8,dif sexo
2022-02-09,No declara,"NO DECLARA""",1991-10-23,11067 days,30.3,2022,1991.0,2,desconocido
2022-08-08,Masculino,"F""",2000-09-29,7983 days,21.9,2022,2000.0,8,dif sexo
2022-03-25,Masculino,"F""",2000-08-25,7882 days,21.6,2022,2000.0,3,dif sexo
2022-08-08,Masculino,"F""",2000-08-11,8032 days,22.0,2022,2000.0,8,dif sexo
2022-10-14,Masculino,"M""",2000-05-11,8191 days,22.4,2022,2000.0,10,dif sexo
2022-04-29,Masculino,"F""",2000-08-10,7932 days,21.7,2022,2000.0,4,dif sexo
2022-08-10,No declara,"F""",1992-09-02,10934 days,29.9,2022,1992.0,8,desconocido
2022-09-06,No declara,"F""",2000-09-22,8019 days,22.0,2022,2000.0,9,desconocido
2022-09-20,No declara,"NO DECLARA""",1987-12-18,12695 days,34.8,2022,1987.0,9,desconocido
2022-08-30,Masculino,"NO DECLARA""",1992-10-14,10912 days,29.9,2022,1992.0,8,dif sexo
2022-08-02,Masculino,"F""",2000-09-27,7979 days,21.8,2022,2000.0,8,dif sexo
2022-03-08,Masculino,"NO DECLARA""",1992-02-07,10987 days,30.1,2022,1992.0,3,dif sexo
2022-08-12,Masculino,"F""",2000-12-06,7919 days,21.7,2022,2000.0,8,dif sexo
2022-07-04,Masculino,"F""",2000-02-04,8186 days,22.4,2022,2000.0,7,dif sexo
2022-12-01,Masculino,"F""",2000-05-08,8242 days,22.6,2022,2000.0,12,dif sexo
2022-02-08,Masculino,"F""",2000-08-17,7845 days,21.5,2022,2000.0,2,dif sexo
2022-08-28,No declara,"NO DECLARA""",1987-11-25,12695 days,34.8,2022,1987.0,8,desconocido
2022-03-07,Masculino,"DESCONOCIDO""",2000-05-26,7955 days,21.8,2022,2000.0,3,dif sexo
2022-04-07,Masculino,"F""",2000-03-03,8070 days,22.1,2022,2000.0,4,dif sexo
2022-10-24,Masculino,"F""",2007-10-25,5478 days,15.0,2022,2007.0,10,dif sexo
2022-09-14,Masculino,"F""",2000-02-04,8258 days,22.6,2022,2000.0,9,dif sexo
2022-10-05,Masculino,"F""",2000-02-08,8275 days,22.7,2022,2000.0,10,dif sexo
2022-10-27,Masculino,"F""",2000-04-14,8231 days,22.5,2022,2000.0,10,dif sexo
2022-03-31,Masculino,"F""",1992-04-01,10956 days,30.0,2022,1992.0,3,dif sexo
2022-12-07,Masculino,"F""",2000-07-27,8168 days,22.4,2022,2000.0,12,dif sexo
2022-08-30,Masculino,"F""",2000-07-27,8069 days,22.1,2022,2000.0,8,dif sexo
2022-11-15,No declara,"NO DECLARA""",1996-01-25,9791 days,26.8,2022,1996.0,11,desconocido
2022-08-19,Masculino,"F""",2007-01-05,5705 days,15.6,2022,2007.0,8,dif sexo
2022-09-01,Masculino,"F""",1992-07-16,11004 days,30.1,2022,1992.0,9,dif sexo
2022-08-14,Masculino,"F""",2008-08-29,5098 days,14.0,2022,2008.0,8,dif sexo
2022-08-12,Masculino,"F""",1992-05-20,11041 days,30.2,2022,1992.0,8,dif sexo
2022-03-07,Masculino,"F""",2000-12-07,7760 days,21.2,2022,2000.0,3,dif sexo
2022-09-15,Masculino,"F""",2000-03-17,8217 days,22.5,2022,2000.0,9,dif sexo
2022-08-04,No declara,"F""",2000-06-29,8071 days,22.1,2022,2000.0,8,desconocido
2022-09-27,Masculino,"F""",2007-06-08,5590 days,15.3,2022,2007.0,9,dif sexo
2022-08-18,Masculino,"NO DECLARA""",1993-11-09,10509 days,28.8,2022,1993.0,8,dif sexo
2022-10-05,Masculino,"F""",1992-05-20,11095 days,30.4,2022,1992.0,10,dif sexo
2022-05-02,Masculino,"NO DECLARA""",1987-11-19,12583 days,34.5,2022,1987.0,5,dif sexo
2022-07-21,No declara,"NO DECLARA""",1987-10-30,12683 days,34.7,2022,1987.0,7,desconocido
2022-06-16,Masculino,"F""",2000-02-18,8154 days,22.3,2022,2000.0,6,dif sexo
2022-03-21,No declara,"NO DECLARA""",1987-09-04,12617 days,34.5,2022,1987.0,3,desconocido
2022-11-16,Masculino,"F""",1993-12-09,10569 days,28.9,2022,1993.0,11,dif sexo
2022-10-17,No declara,"NO DECLARA""",1987-10-08,12793 days,35.0,2022,1987.0,10,desconocido
2022-05-20,Masculino,"F""",2006-10-12,5699 days,15.6,2022,2006.0,5,dif sexo
2022-05-02,Masculino,"F""",2000-09-07,7907 days,21.6,2022,2000.0,5,dif sexo
2022-09-19,Masculino,"F""",2000-11-30,7963 days,21.8,2022,2000.0,9,dif sexo
2022-10-20,No declara,"F""",1992-01-31,11220 days,30.7,2022,1992.0,10,desconocido
2022-06-06,Masculino,"F""",2008-11-07,4959 days,13.6,2022,2008.0,6,dif sexo
2022-11-29,Masculino,"F""",2008-04-18,5338 days,14.6,2022,2008.0,11,dif sexo
2022-07-06,Masculino,"F""",2008-11-13,4983 days,13.6,2022,2008.0,7,dif sexo
2022-12-22,Masculino,"DESCONOCIDO""",2000-10-20,8098 days,22.2,2022,2000.0,12,dif sexo
2022-06-24,Masculino,"F""",2000-12-06,7870 days,21.5,2022,2000.0,6,dif sexo
2022-04-27,Masculino,"F""",2000-02-24,8098 days,22.2,2022,2000.0,4,dif sexo
2022-11-03,Masculino,"NO DECLARA""",1987-09-17,12831 days,35.1,2022,1987.0,11,dif sexo
2022-05-03,Masculino,"F""",2000-09-22,7893 days,21.6,2022,2000.0,5,dif sexo
2022-10-06,Masculino,"F""",2000-03-17,8238 days,22.6,2022,2000.0,10,dif sexo
2022-09-13,Masculino,"F""",2006-12-07,5759 days,15.8,2022,2006.0,9,dif sexo
2022-03-10,Masculino,"F""",2000-03-10,8035 days,22.0,2022,2000.0,3,dif sexo
2022-04-07,No declara,"F""",1990-09-14,11528 days,31.6,2022,1990.0,4,desconocido
