fecha_divorcio,sexo_1,sexo_2,fecha_matrimonio,tiempo_transcurrido,anios_matrimonio,anio_divorcio,anio_matrimonio,mes_divorcio,tipo_pareja
2020-09-30,Masculino,"F""",2012-03-16,3120 days,8.5,2020,2012.0,9,dif sexo
2020-12-10,Masculino,"F""",2012-11-29,2933 days,8.0,2020,2012.0,12,dif sexo
2020-12-11,Masculino,"F""",2009-12-04,4025 days,11.0,2020,2009.0,12,dif sexo
2020-10-05,Masculino,"F""",2009-12-17,3945 days,10.8,2020,2009.0,10,dif sexo
2020-09-01,Masculino,"F""",2009-12-11,3917 days,10.7,2020,2009.0,9,dif sexo
2020-12-07,Masculino,"F""",2012-10-04,2986 days,8.2,2020,2012.0,12,dif sexo
2020-11-27,Masculino,"F""",2009-06-12,4186 days,11.5,2020,2009.0,11,dif sexo
2020-08-28,Masculino,"F""",2009-10-22,3963 days,10.9,2020,2009.0,8,dif sexo
2020-12-09,Masculino,"F""",2012-11-15,2946 days,8.1,2020,2012.0,12,dif sexo
2020-12-09,Masculino,"F""",2012-10-11,2981 days,8.2,2020,2012.0,12,dif sexo
2020-12-01,Masculino,"F""",2009-11-27,4022 days,11.0,2020,2009.0,12,dif sexo
2020-02-04,Masculino,"F""",2009-11-26,3722 days,10.2,2020,2009.0,2,dif sexo
2020-12-18,Masculino,"F""",2012-10-03,2998 days,8.2,2020,2012.0,12,dif sexo
2020-09-07,Masculino,"F""",2012-10-12,2887 days,7.9,2020,2012.0,9,dif sexo
2020-01-02,Masculino,"F""",2012-10-12,2638 days,7.2,2020,2012.0,1,dif sexo
2020-12-18,Masculino,"F""",2009-11-27,4039 days,11.1,2020,2009.0,12,dif sexo
2020-12-21,Masculino,"F""",2009-11-02,4067 days,11.1,2020,2009.0,12,dif sexo
2020-10-06,Masculino,"F""",2012-04-19,3092 days,8.5,2020,2012.0,10,dif sexo
2020-12-01,Masculino,"F""",2012-04-13,3154 days,8.6,2020,2012.0,12,dif sexo
2020-02-27,Masculino,"F""",2012-10-12,2694 days,7.4,2020,2012.0,2,dif sexo
2020-07-25,Masculino,"F""",2009-10-22,3929 days,10.8,2020,2009.0,7,dif sexo
2020-12-16,Masculino,"F""",2012-10-17,2982 days,8.2,2020,2012.0,12,dif sexo
2020-11-30,Masculino,"F""",2009-10-29,4050 days,11.1,2020,2009.0,11,dif sexo
2020-02-19,Masculino,"F""",2009-07-16,3870 days,10.6,2020,2009.0,2,dif sexo
2020-11-27,Masculino,"F""",2012-10-19,2961 days,8.1,2020,2012.0,11,dif sexo
2020-11-06,Masculino,"F""",2012-10-18,2941 days,8.1,2020,2012.0,11,dif sexo
2020-12-02,Masculino,"F""",2009-12-10,4010 days,11.0,2020,2009.0,12,dif sexo
2020-11-09,No declara,"F""",2009-12-23,3974 days,10.9,2020,2009.0,11,desconocido
2020-12-11,Masculino,"F""",2009-12-22,4007 days,11.0,2020,2009.0,12,dif sexo
2020-01-16,Masculino,"F""",2009-12-18,3681 days,10.1,2020,2009.0,1,dif sexo
2020-11-26,Masculino,"F""",2012-06-01,3100 days,8.5,2020,2012.0,11,dif sexo
2020-12-09,No declara,"F""",2012-10-11,2981 days,8.2,2020,2012.0,12,desconocido
2020-11-13,Masculino,"F""",2009-11-09,4022 days,11.0,2020,2009.0,11,dif sexo
2020-12-16,Masculino,"F""",2009-12-22,4012 days,11.0,2020,2009.0,12,dif sexo
2020-11-27,Masculino,"F""",2011-10-14,3332 days,9.1,2020,2011.0,11,dif sexo
2020-12-30,Masculino,"F""",2011-01-21,3631 days,9.9,2020,2011.0,12,dif sexo
2020-12-11,Femenino,"F""",2011-01-26,3607 days,9.9,2020,2011.0,12,dif sexo
2020-12-28,Masculino,"F""",2011-03-16,3575 days,9.8,2020,2011.0,12,dif sexo
2020-01-08,Masculino,"DESCONOCIDO""",2011-08-12,3071 days,8.4,2020,2011.0,1,dif sexo
2020-11-26,Masculino,"F""",2011-11-11,3303 days,9.0,2020,2011.0,11,dif sexo
2020-11-18,Masculino,"F""",2011-06-24,3435 days,9.4,2020,2011.0,11,dif sexo
2020-12-16,Masculino,"F""",2011-09-21,3374 days,9.2,2020,2011.0,12,dif sexo
2020-11-30,Masculino,"F""",2011-09-06,3373 days,9.2,2020,2011.0,11,dif sexo
2020-12-01,Masculino,"F""",2011-07-15,3427 days,9.4,2020,2011.0,12,dif sexo
2020-11-18,Masculino,"F""",2011-03-16,3535 days,9.7,2020,2011.0,11,dif sexo
2020-09-01,Masculino,"F""",2011-04-12,3430 days,9.4,2020,2011.0,9,dif sexo
2020-03-09,Masculino,"F""",2011-11-09,3043 days,8.3,2020,2011.0,3,dif sexo
2020-11-24,Masculino,"F""",2011-11-10,3302 days,9.0,2020,2011.0,11,dif sexo
2020-11-13,Masculino,"F""",2011-03-18,3528 days,9.7,2020,2011.0,11,dif sexo
2020-10-30,Masculino,"F""",2011-11-11,3276 days,9.0,2020,2011.0,10,dif sexo
2020-12-14,Masculino,"F""",2011-10-12,3351 days,9.2,2020,2011.0,12,dif sexo
2020-01-08,Masculino,"F""",2011-01-14,3281 days,9.0,2020,2011.0,1,dif sexo
2020-12-06,Masculino,"NO DECLARA""",2011-09-09,3376 days,9.2,2020,2011.0,12,dif sexo
2020-11-06,Masculino,"F""",2011-06-24,3423 days,9.4,2020,2011.0,11,dif sexo
2020-01-22,Masculino,"NO DECLARA""",2011-04-08,3211 days,8.8,2020,2011.0,1,dif sexo
2020-11-17,Masculino,"F""",2011-03-18,3532 days,9.7,2020,2011.0,11,dif sexo
2020-09-04,Masculino,"F""",2011-01-07,3528 days,9.7,2020,2011.0,9,dif sexo
2020-11-03,Masculino,"DESCONOCIDO""",2011-08-19,3364 days,9.2,2020,2011.0,11,dif sexo
2020-02-26,Masculino,"F""",2011-05-27,3197 days,8.8,2020,2011.0,2,dif sexo
2020-11-18,Masculino,"NO DECLARA""",2011-01-28,3582 days,9.8,2020,2011.0,11,dif sexo
2020-09-03,Masculino,"F""",2011-10-31,3230 days,8.8,2020,2011.0,9,dif sexo
2020-09-04,Masculino,"F""",2011-09-21,3271 days,9.0,2020,2011.0,9,dif sexo
2020-10-04,Masculino,"F""",2011-04-01,3474 days,9.5,2020,2011.0,10,dif sexo
2020-02-13,Masculino,"F""",2011-12-14,2983 days,8.2,2020,2011.0,2,dif sexo
2020-12-17,Masculino,"F""",2011-12-16,3289 days,9.0,2020,2011.0,12,dif sexo
2020-01-08,Masculino,"F""",2011-03-31,3205 days,8.8,2020,2011.0,1,dif sexo
2020-11-27,Masculino,"F""",2011-12-05,3280 days,9.0,2020,2011.0,11,dif sexo
2020-01-08,Masculino,"F""",2011-02-17,3247 days,8.9,2020,2011.0,1,dif sexo
2020-12-03,Masculino,"F""",2011-01-27,3598 days,9.9,2020,2011.0,12,dif sexo
2020-11-30,Masculino,"F""",2011-12-15,3273 days,9.0,2020,2011.0,11,dif sexo
2020-01-02,Masculino,"F""",2011-12-15,2940 days,8.0,2020,2011.0,1,dif sexo
2020-01-07,Masculino,"F""",2011-02-18,3245 days,8.9,2020,2011.0,1,dif sexo
2020-09-27,Masculino,"F""",2011-11-18,3236 days,8.9,2020,2011.0,9,dif sexo
2020-02-19,Masculino,"F""",2011-11-04,3029 days,8.3,2020,2011.0,2,dif sexo
2020-11-30,Masculino,"F""",2011-02-14,3577 days,9.8,2020,2011.0,11,dif sexo
2020-11-27,Masculino,"F""",2011-02-25,3563 days,9.8,2020,2011.0,11,dif sexo
2020-12-15,Masculino,"F""",2011-04-20,3527 days,9.7,2020,2011.0,12,dif sexo
2020-03-11,Masculino,"M""",2011-02-18,3309 days,9.1,2020,2011.0,3,dif sexo
2020-10-21,Masculino,"F""",2011-02-25,3526 days,9.7,2020,2011.0,10,dif sexo
2020-10-16,Masculino,"F""",2011-11-11,3262 days,8.9,2020,2011.0,10,dif sexo
2020-11-12,Masculino,"F""",2011-01-07,3597 days,9.8,2020,2011.0,11,dif sexo
2020-12-04,Masculino,"F""",2011-12-07,3285 days,9.0,2020,2011.0,12,dif sexo
2020-12-04,Masculino,"F""",2011-03-03,3564 days,9.8,2020,2011.0,12,dif sexo
2020-12-16,Masculino,"F""",2011-03-04,3575 days,9.8,2020,2011.0,12,dif sexo
2020-12-16,Masculino,"F""",2011-03-09,3570 days,9.8,2020,2011.0,12,dif sexo
2020-12-16,Masculino,"F""",2012-08-21,3039 days,8.3,2020,2012.0,12,dif sexo
2020-11-26,No declara,"F""",2012-01-20,3233 days,8.9,2020,2012.0,11,desconocido
2020-01-08,Masculino,"F""",2012-01-18,2912 days,8.0,2020,2012.0,1,dif sexo
2020-12-23,Masculino,"F""",2011-05-03,3522 days,9.6,2020,2011.0,12,dif sexo
2020-10-06,Masculino,"F""",2011-04-20,3457 days,9.5,2020,2011.0,10,dif sexo
2020-11-18,Masculino,"F""",2011-08-19,3379 days,9.3,2020,2011.0,11,dif sexo
2020-02-17,Masculino,"F""",2011-06-15,3169 days,8.7,2020,2011.0,2,dif sexo
2020-07-14,Masculino,"F""",2012-06-29,2937 days,8.0,2020,2012.0,7,dif sexo
2020-01-10,Masculino,"F""",2011-05-12,3165 days,8.7,2020,2011.0,1,dif sexo
2020-07-26,Masculino,"F""",2012-06-22,2956 days,8.1,2020,2012.0,7,dif sexo
2020-08-11,Masculino,"F""",2011-04-07,3414 days,9.3,2020,2011.0,8,dif sexo
2020-02-27,Masculino,"F""",2012-08-22,2745 days,7.5,2020,2012.0,2,dif sexo
2020-10-08,Masculino,"F""",2011-08-26,3331 days,9.1,2020,2011.0,10,dif sexo
2020-03-11,Masculino,"F""",2011-11-23,3031 days,8.3,2020,2011.0,3,dif sexo
2020-12-24,Masculino,"F""",2012-01-03,3278 days,9.0,2020,2012.0,12,dif sexo
2020-02-28,Masculino,"F""",2011-08-12,3122 days,8.5,2020,2011.0,2,dif sexo
2020-09-24,Femenino,"M""",2011-01-28,3527 days,9.7,2020,2011.0,9,dif sexo
2020-11-10,Masculino,"F""",2011-06-10,3441 days,9.4,2020,2011.0,11,dif sexo
2020-12-18,Masculino,"F""",2012-05-24,3130 days,8.6,2020,2012.0,12,dif sexo
2020-11-09,Masculino,"F""",2012-05-23,3092 days,8.5,2020,2012.0,11,dif sexo
2020-02-10,Masculino,"F""",2012-05-28,2814 days,7.7,2020,2012.0,2,dif sexo
2020-11-24,Masculino,"F""",2012-01-13,3238 days,8.9,2020,2012.0,11,dif sexo
2020-11-16,Masculino,"F""",2012-01-13,3230 days,8.8,2020,2012.0,11,dif sexo
2020-10-19,Masculino,"F""",2011-07-01,3398 days,9.3,2020,2011.0,10,dif sexo
2020-12-30,Masculino,"F""",2011-07-01,3470 days,9.5,2020,2011.0,12,dif sexo
2020-11-11,Masculino,"F""",2012-12-19,2884 days,7.9,2020,2012.0,11,dif sexo
2020-12-16,Masculino,"M""",2011-06-15,3472 days,9.5,2020,2011.0,12,dif sexo
2020-11-13,Masculino,"F""",2011-07-29,3395 days,9.3,2020,2011.0,11,dif sexo
2020-12-21,Femenino,"M""",2011-07-29,3433 days,9.4,2020,2011.0,12,dif sexo
2020-01-15,Masculino,"F""",2011-05-16,3166 days,8.7,2020,2011.0,1,dif sexo
2020-09-10,Femenino,"M""",2011-01-28,3513 days,9.6,2020,2011.0,9,dif sexo
2020-03-02,Masculino,"F""",2011-03-23,3267 days,8.9,2020,2011.0,3,dif sexo
2020-08-24,Masculino,"F""",2012-06-29,2978 days,8.2,2020,2012.0,8,dif sexo
2020-07-30,Masculino,"F""",2011-10-24,3202 days,8.8,2020,2011.0,7,dif sexo
2020-03-02,Masculino,"F""",2011-09-15,3091 days,8.5,2020,2011.0,3,dif sexo
2020-11-05,Masculino,"F""",2012-12-06,2891 days,7.9,2020,2012.0,11,dif sexo
2020-01-16,Masculino,"F""",2011-12-07,2962 days,8.1,2020,2011.0,1,dif sexo
2020-01-15,Masculino,"F""",2011-12-07,2961 days,8.1,2020,2011.0,1,dif sexo
2020-10-15,Masculino,"F""",2011-10-07,3296 days,9.0,2020,2011.0,10,dif sexo
2020-10-13,Masculino,"F""",2011-10-07,3294 days,9.0,2020,2011.0,10,dif sexo
2020-09-07,Femenino,"M""",2012-12-21,2817 days,7.7,2020,2012.0,9,dif sexo
2020-01-08,Masculino,"F""",2011-03-04,3232 days,8.8,2020,2011.0,1,dif sexo
2020-12-03,Masculino,"F""",2012-01-26,3234 days,8.9,2020,2012.0,12,dif sexo
2020-01-09,Masculino,"F""",2012-04-11,2829 days,7.7,2020,2012.0,1,dif sexo
2020-11-04,Masculino,"F""",2011-12-07,3255 days,8.9,2020,2011.0,11,dif sexo
2020-10-19,Masculino,"F""",2011-04-08,3482 days,9.5,2020,2011.0,10,dif sexo
2020-01-02,Masculino,"F""",2012-07-02,2740 days,7.5,2020,2012.0,1,dif sexo
2020-02-21,Masculino,"F""",2012-08-14,2747 days,7.5,2020,2012.0,2,dif sexo
2020-12-01,Masculino,"F""",2011-02-10,3582 days,9.8,2020,2011.0,12,dif sexo
2020-11-09,Masculino,"F""",2012-05-08,3107 days,8.5,2020,2012.0,11,dif sexo
2020-11-02,Masculino,"F""",2012-08-17,2999 days,8.2,2020,2012.0,11,dif sexo
2020-11-30,Masculino,"M""",2011-07-01,3440 days,9.4,2020,2011.0,11,dif sexo
2020-11-05,Masculino,"F""",2011-08-17,3368 days,9.2,2020,2011.0,11,dif sexo
2020-08-28,Femenino,"M""",2010-11-15,3574 days,9.8,2020,2010.0,8,dif sexo
2020-09-04,Masculino,"F""",2010-11-02,3594 days,9.8,2020,2010.0,9,dif sexo
2020-02-10,Masculino,"F""",2010-09-09,3441 days,9.4,2020,2010.0,2,dif sexo
2020-11-16,Masculino,"F""",2010-10-19,3681 days,10.1,2020,2010.0,11,dif sexo
2020-09-23,Masculino,"F""",2010-05-11,3788 days,10.4,2020,2010.0,9,dif sexo
2020-02-27,Masculino,"F""",2010-11-18,3388 days,9.3,2020,2010.0,2,dif sexo
2020-11-27,Masculino,"F""",2010-07-12,3791 days,10.4,2020,2010.0,11,dif sexo
2020-10-14,Masculino,"F""",2010-12-14,3592 days,9.8,2020,2010.0,10,dif sexo
2020-05-19,Masculino,"F""",2010-02-19,3742 days,10.2,2020,2010.0,5,dif sexo
2020-12-18,Masculino,"F""",2010-11-11,3690 days,10.1,2020,2010.0,12,dif sexo
2020-01-09,Masculino,"F""",2010-02-17,3613 days,9.9,2020,2010.0,1,dif sexo
2020-10-22,Masculino,"F""",2010-07-08,3759 days,10.3,2020,2010.0,10,dif sexo
2020-12-11,Masculino,"F""",2010-11-03,3691 days,10.1,2020,2010.0,12,dif sexo
2020-02-14,Masculino,"F""",2010-09-30,3424 days,9.4,2020,2010.0,2,dif sexo
2020-11-30,Masculino,"F""",2010-10-13,3701 days,10.1,2020,2010.0,11,dif sexo
2020-12-02,Masculino,"F""",2010-12-16,3639 days,10.0,2020,2010.0,12,dif sexo
2020-12-09,Masculino,"F""",2010-01-29,3967 days,10.9,2020,2010.0,12,dif sexo
2020-02-20,Masculino,"F""",2010-06-09,3543 days,9.7,2020,2010.0,2,dif sexo
2020-12-16,Masculino,"F""",2010-09-21,3739 days,10.2,2020,2010.0,12,dif sexo
2020-07-29,Masculino,"F""",2010-07-16,3666 days,10.0,2020,2010.0,7,dif sexo
2020-11-19,Masculino,"F""",2010-01-08,3968 days,10.9,2020,2010.0,11,dif sexo
2020-02-21,Masculino,"F""",2010-11-19,3381 days,9.3,2020,2010.0,2,dif sexo
2020-12-01,Masculino,"F""",2010-07-30,3777 days,10.3,2020,2010.0,12,dif sexo
2020-08-12,Masculino,"F""",2010-09-22,3612 days,9.9,2020,2010.0,8,dif sexo
2020-12-09,Masculino,"F""",2010-09-23,3730 days,10.2,2020,2010.0,12,dif sexo
2020-12-28,Masculino,"F""",2010-01-15,4000 days,11.0,2020,2010.0,12,dif sexo
2020-02-17,Masculino,"F""",2010-08-05,3483 days,9.5,2020,2010.0,2,dif sexo
2020-12-18,Masculino,"F""",2010-09-16,3746 days,10.3,2020,2010.0,12,dif sexo
2020-11-03,Masculino,"F""",2010-10-05,3682 days,10.1,2020,2010.0,11,dif sexo
2020-08-03,Masculino,"F""",2010-12-02,3532 days,9.7,2020,2010.0,8,dif sexo
2020-12-02,Masculino,"F""",2010-01-15,3974 days,10.9,2020,2010.0,12,dif sexo
2020-03-17,Masculino,"F""",2010-10-20,3436 days,9.4,2020,2010.0,3,dif sexo
2020-02-26,Masculino,"F""",2010-09-30,3436 days,9.4,2020,2010.0,2,dif sexo
2020-01-08,Masculino,"F""",2010-01-28,3632 days,9.9,2020,2010.0,1,dif sexo
2020-10-09,Masculino,"F""",2010-09-27,3665 days,10.0,2020,2010.0,10,dif sexo
2020-08-13,Masculino,"F""",2010-10-07,3598 days,9.9,2020,2010.0,8,dif sexo
2020-01-07,Masculino,"F""",2010-10-19,3367 days,9.2,2020,2010.0,1,dif sexo
2020-08-24,Masculino,"F""",2010-10-01,3615 days,9.9,2020,2010.0,8,dif sexo
2020-11-19,Masculino,"F""",2010-08-13,3751 days,10.3,2020,2010.0,11,dif sexo
2020-11-12,Masculino,"F""",2010-08-04,3753 days,10.3,2020,2010.0,11,dif sexo
2020-12-23,Masculino,"F""",2010-08-19,3779 days,10.3,2020,2010.0,12,dif sexo
2020-09-14,Masculino,"F""",2010-11-18,3588 days,9.8,2020,2010.0,9,dif sexo
2020-12-29,Masculino,"F""",2010-11-25,3687 days,10.1,2020,2010.0,12,dif sexo
2020-12-22,Masculino,"F""",2010-10-08,3728 days,10.2,2020,2010.0,12,dif sexo
2020-01-28,Masculino,"F""",2010-10-14,3393 days,9.3,2020,2010.0,1,dif sexo
2020-11-12,Masculino,"F""",2010-10-28,3668 days,10.0,2020,2010.0,11,dif sexo
2020-01-07,Masculino,"F""",2010-07-07,3471 days,9.5,2020,2010.0,1,dif sexo
2020-07-29,Masculino,"M""",2010-10-08,3582 days,9.8,2020,2010.0,7,dif sexo
2020-09-15,Masculino,"F""",2010-08-13,3686 days,10.1,2020,2010.0,9,dif sexo
2020-03-05,Masculino,"F""",2010-09-02,3472 days,9.5,2020,2010.0,3,dif sexo
2020-01-31,Masculino,"F""",2010-10-29,3381 days,9.3,2020,2010.0,1,dif sexo
2020-09-22,Masculino,"F""",2011-09-22,3288 days,9.0,2020,2011.0,9,dif sexo
2020-02-13,Masculino,"F""",2011-09-26,3062 days,8.4,2020,2011.0,2,dif sexo
2020-12-30,Masculino,"F""",2011-10-26,3353 days,9.2,2020,2011.0,12,dif sexo
2020-02-19,Masculino,"F""",2010-04-09,3603 days,9.9,2020,2010.0,2,dif sexo
2020-11-30,Masculino,"F""",2010-04-14,3883 days,10.6,2020,2010.0,11,dif sexo
2020-03-10,Masculino,"F""",2010-06-24,3547 days,9.7,2020,2010.0,3,dif sexo
2020-12-02,Masculino,"F""",2011-10-03,3348 days,9.2,2020,2011.0,12,dif sexo
2020-11-20,Masculino,"F""",2010-04-15,3872 days,10.6,2020,2010.0,11,dif sexo
2020-02-26,Masculino,"F""",2010-11-23,3382 days,9.3,2020,2010.0,2,dif sexo
2020-09-07,No declara,"F""",2011-10-07,3258 days,8.9,2020,2011.0,9,desconocido
2020-09-17,Masculino,"F""",2011-10-19,3256 days,8.9,2020,2011.0,9,dif sexo
2020-09-21,Masculino,"F""",2012-11-01,2881 days,7.9,2020,2012.0,9,dif sexo
2020-01-07,Masculino,"F""",2010-03-01,3599 days,9.9,2020,2010.0,1,dif sexo
2020-02-27,Masculino,"F""",2010-08-27,3471 days,9.5,2020,2010.0,2,dif sexo
2020-12-02,Masculino,"F""",2010-10-07,3709 days,10.2,2020,2010.0,12,dif sexo
2020-11-27,Masculino,"F""",2011-09-23,3353 days,9.2,2020,2011.0,11,dif sexo
2020-02-06,Masculino,"F""",2010-12-29,3326 days,9.1,2020,2010.0,2,dif sexo
2020-09-08,Masculino,"F""",2010-04-06,3808 days,10.4,2020,2010.0,9,dif sexo
2020-01-20,Masculino,"F""",2010-05-10,3542 days,9.7,2020,2010.0,1,dif sexo
2020-12-21,Masculino,"F""",2010-05-20,3868 days,10.6,2020,2010.0,12,dif sexo
2020-12-09,Masculino,"F""",2010-10-22,3701 days,10.1,2020,2010.0,12,dif sexo
2020-11-26,Masculino,"F""",2010-01-22,3961 days,10.8,2020,2010.0,11,dif sexo
2020-12-10,Masculino,"F""",2010-05-12,3865 days,10.6,2020,2010.0,12,dif sexo
2020-12-03,Masculino,"F""",2011-03-22,3544 days,9.7,2020,2011.0,12,dif sexo
2020-11-10,Masculino,"M""",2011-03-18,3525 days,9.7,2020,2011.0,11,dif sexo
2020-11-02,Masculino,"F""",2010-12-10,3615 days,9.9,2020,2010.0,11,dif sexo
2020-03-12,Masculino,"F""",2010-04-27,3607 days,9.9,2020,2010.0,3,dif sexo
2020-01-10,Masculino,"F""",2011-11-02,2991 days,8.2,2020,2011.0,1,dif sexo
2020-01-07,Masculino,"F""",2010-03-18,3582 days,9.8,2020,2010.0,1,dif sexo
2020-09-16,Masculino,"F""",2010-04-26,3796 days,10.4,2020,2010.0,9,dif sexo
2020-12-11,Masculino,"F""",2010-03-09,3930 days,10.8,2020,2010.0,12,dif sexo
2020-12-09,Masculino,"F""",2010-03-19,3918 days,10.7,2020,2010.0,12,dif sexo
2020-09-09,Masculino,"F""",2010-04-23,3792 days,10.4,2020,2010.0,9,dif sexo
2020-08-03,Masculino,"F""",2010-04-26,3752 days,10.3,2020,2010.0,8,dif sexo
2020-11-25,Masculino,"F""",2010-03-17,3906 days,10.7,2020,2010.0,11,dif sexo
2020-11-27,Masculino,"F""",2010-03-19,3906 days,10.7,2020,2010.0,11,dif sexo
2020-01-08,Masculino,"F""",2011-11-25,2966 days,8.1,2020,2011.0,1,dif sexo
2020-09-16,Masculino,"F""",2010-04-22,3800 days,10.4,2020,2010.0,9,dif sexo
2020-01-02,Masculino,"F""",2011-10-14,3002 days,8.2,2020,2011.0,1,dif sexo
2020-11-22,Femenino,"F""",2011-11-24,3286 days,9.0,2020,2011.0,11,dif sexo
2020-11-02,Masculino,"F""",2010-04-08,3861 days,10.6,2020,2010.0,11,dif sexo
2020-03-09,Masculino,"F""",2011-11-18,3034 days,8.3,2020,2011.0,3,dif sexo
2020-12-21,Masculino,"F""",2011-09-21,3379 days,9.3,2020,2011.0,12,dif sexo
2020-11-20,Masculino,"F""",2011-12-16,3262 days,8.9,2020,2011.0,11,dif sexo
2020-10-19,Masculino,"F""",2011-12-16,3230 days,8.8,2020,2011.0,10,dif sexo
2020-08-31,Masculino,"F""",2011-09-28,3260 days,8.9,2020,2011.0,8,dif sexo
2020-11-27,Masculino,"F""",2011-09-16,3360 days,9.2,2020,2011.0,11,dif sexo
2020-12-09,Masculino,"DESCONOCIDO""",2011-12-26,3271 days,9.0,2020,2011.0,12,dif sexo
2020-10-20,Masculino,"F""",2010-04-08,3848 days,10.5,2020,2010.0,10,dif sexo
2020-09-01,Masculino,"F""",2010-04-09,3798 days,10.4,2020,2010.0,9,dif sexo
2020-11-24,Masculino,"F""",2010-06-22,3808 days,10.4,2020,2010.0,11,dif sexo
2020-09-14,Masculino,"F""",2010-01-14,3896 days,10.7,2020,2010.0,9,dif sexo
2020-12-29,Masculino,"F""",2010-01-28,3988 days,10.9,2020,2010.0,12,dif sexo
2020-11-16,Masculino,"F""",2010-12-27,3612 days,9.9,2020,2010.0,11,dif sexo
2020-02-17,Masculino,"F""",2010-11-26,3370 days,9.2,2020,2010.0,2,dif sexo
2020-11-05,Masculino,"F""",2010-05-31,3811 days,10.4,2020,2010.0,11,dif sexo
2020-02-14,Masculino,"F""",2010-12-27,3336 days,9.1,2020,2010.0,2,dif sexo
2020-12-15,Masculino,"F""",2010-09-16,3743 days,10.2,2020,2010.0,12,dif sexo
2020-08-24,Masculino,"F""",2010-11-18,3567 days,9.8,2020,2010.0,8,dif sexo
2020-01-07,Masculino,"F""",2010-10-28,3358 days,9.2,2020,2010.0,1,dif sexo
2020-11-03,Masculino,"F""",2010-11-09,3647 days,10.0,2020,2010.0,11,dif sexo
2020-11-05,Masculino,"F""",2010-08-06,3744 days,10.3,2020,2010.0,11,dif sexo
2020-03-10,Masculino,"F""",2010-02-19,3672 days,10.1,2020,2010.0,3,dif sexo
2020-10-26,Masculino,"F""",2010-03-11,3882 days,10.6,2020,2010.0,10,dif sexo
2020-11-26,Masculino,"F""",2010-04-23,3870 days,10.6,2020,2010.0,11,dif sexo
2020-12-03,Masculino,"F""",2010-09-02,3745 days,10.3,2020,2010.0,12,dif sexo
2020-08-28,Masculino,"F""",2010-11-12,3577 days,9.8,2020,2010.0,8,dif sexo
2020-08-05,Masculino,"F""",2010-02-24,3815 days,10.4,2020,2010.0,8,dif sexo
2020-10-26,Masculino,"F""",2010-11-12,3636 days,10.0,2020,2010.0,10,dif sexo
2020-01-06,Masculino,"F""",2010-11-24,3330 days,9.1,2020,2010.0,1,dif sexo
2020-08-18,Masculino,"F""",2010-02-12,3840 days,10.5,2020,2010.0,8,dif sexo
2020-03-10,Masculino,"F""",2010-07-29,3512 days,9.6,2020,2010.0,3,dif sexo
2020-02-18,Masculino,"F""",2011-06-03,3182 days,8.7,2020,2011.0,2,dif sexo
2020-12-10,Masculino,"F""",2010-02-26,3940 days,10.8,2020,2010.0,12,dif sexo
2020-09-17,Masculino,"F""",2010-05-20,3773 days,10.3,2020,2010.0,9,dif sexo
2020-12-16,Masculino,"F""",2010-04-16,3897 days,10.7,2020,2010.0,12,dif sexo
2020-11-10,Masculino,"F""",2010-11-15,3648 days,10.0,2020,2010.0,11,dif sexo
2020-08-10,Masculino,"F""",2010-12-14,3527 days,9.7,2020,2010.0,8,dif sexo
2020-09-18,Masculino,"F""",2010-02-26,3857 days,10.6,2020,2010.0,9,dif sexo
2020-11-27,Masculino,"F""",2010-12-16,3634 days,9.9,2020,2010.0,11,dif sexo
2020-12-09,Masculino,"F""",2010-02-26,3939 days,10.8,2020,2010.0,12,dif sexo
2020-08-14,Masculino,"F""",2010-02-26,3822 days,10.5,2020,2010.0,8,dif sexo
2020-12-21,Masculino,"F""",2010-04-19,3899 days,10.7,2020,2010.0,12,dif sexo
2020-11-20,Femenino,"M""",2016-01-29,1757 days,4.8,2020,2016.0,11,dif sexo
2020-12-11,Masculino,"F""",2016-02-05,1771 days,4.8,2020,2016.0,12,dif sexo
2020-08-24,Masculino,"F""",2016-02-05,1662 days,4.6,2020,2016.0,8,dif sexo
2020-09-01,Masculino,"F""",2016-02-25,1650 days,4.5,2020,2016.0,9,dif sexo
2020-11-17,Masculino,"F""",2016-03-01,1722 days,4.7,2020,2016.0,11,dif sexo
2020-11-02,Femenino,"M""",2016-03-03,1705 days,4.7,2020,2016.0,11,dif sexo
2020-02-10,Masculino,"F""",2016-03-02,1440 days,3.9,2020,2016.0,2,dif sexo
2020-02-27,Masculino,"F""",2016-03-04,1455 days,4.0,2020,2016.0,2,dif sexo
2020-12-22,Masculino,"F""",2016-03-08,1750 days,4.8,2020,2016.0,12,dif sexo
2020-08-06,Masculino,"F""",2016-03-08,1612 days,4.4,2020,2016.0,8,dif sexo
2020-03-16,Masculino,"F""",2016-03-09,1468 days,4.0,2020,2016.0,3,dif sexo
2020-11-13,Femenino,"M""",2016-03-10,1709 days,4.7,2020,2016.0,11,dif sexo
2020-01-08,Masculino,"F""",2016-03-10,1399 days,3.8,2020,2016.0,1,dif sexo
2020-12-29,Masculino,"F""",2016-03-11,1754 days,4.8,2020,2016.0,12,dif sexo
2020-08-03,Masculino,"F""",2016-03-14,1603 days,4.4,2020,2016.0,8,dif sexo
2020-12-01,Masculino,"F""",2016-03-16,1721 days,4.7,2020,2016.0,12,dif sexo
2020-11-17,Femenino,"M""",2016-03-16,1707 days,4.7,2020,2016.0,11,dif sexo
