fecha_divorcio,fecha_matrimonio,sexo_1,sexo_2
2023-09-20",2013-05-02",M",F"
2023-05-17",2013-04-29",M",F"
2023-11-29",2013-02-07",M",F"
2023-04-11",2013-03-08",M",F"
2023-06-12",2013-03-08",M",F"
2023-12-10",2013-03-01",M",F"
2023-05-11",2013-03-11",M",F"
2023-09-27",2013-03-08",F",F"
2023-11-29",2013-03-11",M",F"
2023-07-11",2013-03-14",F",M"
2023-06-19",2013-03-06",F",M"
2023-06-06",2014-11-21",M",F"
2023-11-13",2014-11-26",M",F"
2023-07-11",2014-11-26",M",F"
2023-04-24",2014-11-27",M",F"
2023-09-28",2014-11-25",M",F"
2023-04-25",2014-12-19",M",F"
2023-03-21",2014-10-16",M",F"
2023-11-01",2014-10-16",M",F"
2023-11-03",2014-11-27",M",F"
2023-09-07",2014-11-28",F",M"
2023-03-13",2014-11-28",M",F"
2023-10-17",2005-04-07",M",F"
2023-10-11",2005-08-12",M",F"
2023-05-24",2005-06-10",M",F"
2023-08-29",2014-10-16",M",F"
2023-04-21",2014-11-28",M",F"
2023-03-27",2014-12-02",F",M"
2023-11-23",1998-09-16",M",F"
2023-06-01",1985-01-04",NO DECLARA",NO DECLARA"
2023-12-19",1998-05-15",M",F"
2023-03-14",2014-09-15",M",F"
2023-08-06",1985-05-30",NO DECLARA",NO DECLARA"
2023-09-26",2005-12-09",M",F"
2023-12-06",2014-10-09",M",F"
2023-03-06",1998-02-20",M",F"
2023-04-26",2014-11-20",M",F"
2023-07-10",2014-10-24",M",F"
2023-12-07",2014-09-26",M",DESCONOCIDO"
2023-09-06",2014-10-28",M",F"
2023-10-26",2014-10-28",M",F"
2023-12-22",2014-11-26",F",M"
2023-06-22",2014-07-31",M",F"
2023-10-20",2005-03-31",M",F"
2023-03-08",1985-04-18",NO DECLARA",NO DECLARA"
2023-04-14",2014-10-22",M",F"
2023-09-26",2014-11-17",M",F"
2023-03-30",2014-11-20",M",F"
2023-07-18",2014-12-12",M",F"
2023-09-14",2014-11-03",M",F"
2023-02-15",2014-12-15",M",F"
2023-06-22",2014-12-17",M",F"
2023-10-24",1998-12-18",M",DESCONOCIDO"
2023-11-02",1998-01-08",M",F"
2023-04-13",1998-04-30",M",F"
2023-03-07",2005-12-09",M",F"
2023-04-05",2014-11-10",M",F"
2023-08-28",2014-10-30",M",F"
2023-03-17",1998-10-29",M",F"
2023-10-23",1998-06-25",M",F"
2023-06-15",2014-11-13",M",F"
2023-12-07",2014-11-06",M",F"
2023-10-23",2014-10-23",M",F"
2023-11-03",2014-10-14",M",F"
2023-11-16",2014-10-17",M",F"
2023-03-27",2014-11-18",M",F"
2023-07-07",2014-12-09",M",F"
2023-11-10",1998-04-17",M",F"
2023-02-27",2014-12-01",M",M"
2023-04-03",2014-12-11",M",F"
2023-04-18",1998-12-04",M",F"
2023-04-14",2014-09-29",M",F"
2023-05-02",2014-10-21",M",F"
2023-09-13",2014-10-03",M",F"
2023-02-23",2014-12-19",M",F"
2023-04-26",2014-12-17",M",F"
2023-06-01",2014-10-09",M",F"
2023-03-16",2014-10-09",M",F"
2023-09-19",2014-07-03",F",M"
2023-10-03",2014-11-20",DESCONOCIDO",DESCONOCIDO"
2023-11-29",2014-11-21",M",F"
2023-07-13",2014-12-18",M",F"
2023-03-23",2014-10-23",M",F"
2023-02-15",2014-10-27",M",F"
2023-03-14",2014-10-31",M",F"
2023-10-18",1998-08-27",M",F"
2023-07-17",2014-09-12",M",F"
2023-05-17",2014-03-06",M",F"
2023-04-14",2014-04-08",M",F"
2023-06-12",2014-07-01",M",F"
2023-12-11",2014-08-21",M",F"
2023-07-05",2014-03-13",F",M"
2023-06-27",2014-03-13",M",F"
2023-07-04",2014-03-13",M",F"
2023-04-25",2014-07-18",F",M"
2023-04-28",2014-07-11",M",F"
2023-10-25",2014-08-15",M",F"
2023-04-11",2014-08-07",M",F"
2023-03-23",2014-05-06",M",F"
2023-05-11",2014-07-21",M",F"
2023-04-04",2014-07-18",M",F"
2023-11-07",2014-10-02",M",F"
2023-12-05",2014-10-03",M",F"
2023-03-16",2014-03-21",M",F"
2023-01-02",2014-03-05",F",M"
2023-05-05",2014-03-19",M",F"
2023-07-12",2014-05-08",M",F"
2023-12-11",2014-07-25",M",F"
2023-03-17",2014-07-25",M",F"
2023-04-14",2014-09-26",M",F"
2023-05-19",2014-09-23",M",F"
2023-11-29",2014-10-02",M",F"
2023-11-28",2014-03-26",M",F"
2023-03-10",2014-05-21",M",F"
2023-11-01",2014-07-23",M",F"
2023-07-06",2014-05-29",M",F"
2023-07-19",2014-09-12",F",M"
2023-11-30",2014-06-13",M",F"
2023-05-09",2014-09-12",M",F"
2023-10-03",2014-03-28",M",F"
2023-04-21",2014-05-08",M",F"
2023-12-28",2014-07-31",M",F"
2023-06-22",2013-04-30",M",F"
2023-04-10",2013-05-03",M",F"
2023-12-27",2014-02-27",M",F"
2023-04-22",2014-03-26",M",M"
2023-04-17",2014-05-16",F",F"
2023-02-28",2014-04-03",M",F"
2023-10-26",2014-02-20",M",F"
2023-08-02",2014-05-16",M",F"
2023-12-12",2014-05-19",M",F"
2023-07-06",2014-03-28",M",F"
2023-09-28",2014-05-30",M",F"
2023-08-22",2013-03-22",F",M"
2023-10-23",2014-08-15",M",F"
2023-08-06",2014-08-15",M",F"
2023-08-01",2013-05-03",M",F"
2023-07-11",2014-04-07",M",F"
2023-03-17",2014-04-03",F",M"
2023-11-22",2014-04-11",M",F"
2023-07-04",2014-05-27",M",F"
2023-11-13",2014-05-30",M",F"
2023-08-23",2014-08-22",M",F"
2023-03-07",2014-08-29",F",M"
2023-04-16",2014-02-27",M",F"
2023-11-24",2014-02-20",M",F"
2023-09-29",2014-04-08",M",F"
2023-09-08",2014-05-30",M",F"
2023-08-06",2014-05-30",M",F"
2023-11-23",2014-11-07",M",F"
2023-11-02",2014-03-11",M",F"
2023-08-30",2014-04-11",M",F"
2023-02-13",2014-08-27",M",F"
2023-10-13",2014-04-01",M",F"
2023-11-05",2014-04-01",M",F"
2023-07-05",2014-04-10",M",F"
2023-05-12",2014-04-25",M",F"
2023-05-15",2014-06-13",M",F"
2023-07-12",2014-07-11",M",F"
2023-12-10",2013-05-29",M",F"
2023-05-03",2013-05-29",M",F"
2023-10-27",2014-06-11",M",F"
2023-11-07",2014-04-22",M",F"
2023-08-09",2014-04-11",M",F"
2023-09-26",2014-09-03",F",M"
2023-03-27",2014-07-18",M",F"
2023-09-01",2014-06-18",M",F"
2023-12-01",2014-06-19",M",F"
2023-07-06",2014-08-04",M",F"
2023-11-13",2014-09-09",M",F"
2023-04-03",1987-07-10",NO DECLARA",NO DECLARA"
2023-12-12",1988-09-16",NO DECLARA",NO DECLARA"
2023-12-10",1987-12-02",NO DECLARA",NO DECLARA"
2023-08-09",1988-05-13",NO DECLARA",NO DECLARA"
2023-12-10",1988-09-30",NO DECLARA",NO DECLARA"
2023-09-05",1987-10-08",NO DECLARA",NO DECLARA"
2023-12-20",1988-04-04",M",NO DECLARA"
2023-10-09",1988-04-22",NO DECLARA",NO DECLARA"
2023-08-21",1988-01-18",NO DECLARA",NO DECLARA"
2023-10-23",1988-01-18",NO DECLARA",NO DECLARA"
2023-03-28",1988-09-01",NO DECLARA",NO DECLARA"
2023-04-12",1988-04-21",NO DECLARA",NO DECLARA"
2023-12-15",1988-03-03",NO DECLARA",F"
2023-10-05",1988-06-03",M",NO DECLARA"
2023-11-27",1987-11-04",NO DECLARA",NO DECLARA"
2023-05-17",1988-03-29",NO DECLARA",NO DECLARA"
2023-10-13",1988-04-15",NO DECLARA",NO DECLARA"
2023-12-05",1987-01-12",NO DECLARA",NO DECLARA"
2023-09-11",1986-11-28",DESCONOCIDO",NO DECLARA"
2023-02-27",1987-01-08",NO DECLARA",NO DECLARA"
2023-05-16",1986-10-02",NO DECLARA",F"
2023-04-11",1987-02-13",NO DECLARA",NO DECLARA"
2023-04-20",1985-12-12",NO DECLARA",NO DECLARA"
2023-05-09",1986-01-02",NO DECLARA",NO DECLARA"
2023-08-23",1986-02-21",NO DECLARA",NO DECLARA"
2023-11-01",1986-09-18",M",NO DECLARA"
2023-09-01",1986-12-19",M",F"
2023-03-05",1998-03-20",M",F"
2023-09-29",1987-02-10",NO DECLARA",NO DECLARA"
2023-05-10",1986-01-23",M",F"
2023-02-28",1986-01-23",M",F"
2023-05-15",1986-07-04",M",NO DECLARA"
2023-03-16",2005-05-27",M",F"
2023-06-09",2005-12-07",M",F"
2023-12-16",1986-10-14",NO DECLARA",NO DECLARA"
2023-11-03",1986-11-07",NO DECLARA",NO DECLARA"
2023-06-28",1986-03-21",M",F"
2023-12-19",1987-06-09",M",NO DECLARA"
2023-09-28",1991-09-26",NO DECLARA",NO DECLARA"
2023-03-25",1991-09-26",NO DECLARA",NO DECLARA"
2023-03-20",1992-09-24",NO DECLARA",NO DECLARA"
2023-08-09",1990-10-08",NO DECLARA",NO DECLARA"
2023-12-20",1991-08-06",M",F"
2023-05-29",1992-07-16",M",F"
2023-08-09",1992-10-28",M",F"
2023-09-05",1992-12-04",NO DECLARA",NO DECLARA"
2023-07-11",1992-11-05",M",F"
2023-12-20",1990-11-09",M",F"
2023-04-16",1991-04-24",NO DECLARA",NO DECLARA"
2023-07-06",1991-05-10",NO DECLARA",NO DECLARA"
2023-02-09",1992-04-27",NO DECLARA",NO DECLARA"
2023-10-30",1992-11-13",M",NO DECLARA"
2023-02-21",1992-11-20",M",NO DECLARA"
2023-04-27",1990-12-06",NO DECLARA",NO DECLARA"
2023-10-06",1991-07-23",NO DECLARA",F"
2023-09-14",1991-08-08",NO DECLARA",NO DECLARA"
2023-09-08",1991-04-11",M",F"
2023-09-03",1992-09-03",M",F"
2023-11-23",1992-01-17",NO DECLARA",NO DECLARA"
2023-06-18",1992-02-27",NO DECLARA",NO DECLARA"
2023-08-29",1991-05-14",M",F"
2023-02-28",1991-07-12",NO DECLARA",NO DECLARA"
2023-03-16",1991-12-16",M",F"
2023-02-28",1992-05-29",M",F"
2023-04-09",1992-07-10",NO DECLARA",NO DECLARA"
2023-09-29",1991-10-18",NO DECLARA",NO DECLARA"
2023-04-11",1992-09-04",NO DECLARA",NO DECLARA"
2023-09-29",1991-04-05",M",F"
2023-08-31",1991-11-08",NO DECLARA",NO DECLARA"
2023-10-04",1992-10-29",NO DECLARA",NO DECLARA"
2023-05-16",1991-06-21",NO DECLARA",NO DECLARA"
2023-04-28",1991-12-17",NO DECLARA",NO DECLARA"
2023-11-25",1992-11-27",DESCONOCIDO",DESCONOCIDO"
2023-02-06",1992-04-24",NO DECLARA",NO DECLARA"
2023-07-07",1991-07-19",M",F"
2023-04-25",1991-11-07",NO DECLARA",NO DECLARA"
2023-03-21",1991-12-05",NO DECLARA",NO DECLARA"
2023-06-08",1991-04-03",NO DECLARA",NO DECLARA"
2023-10-20",1990-08-03",NO DECLARA",NO DECLARA"
2023-11-28",1989-09-27",M",F"
2023-11-14",1990-11-15",M",F"
2023-12-28",1990-03-20",NO DECLARA",NO DECLARA"
2023-03-02",1990-04-03",NO DECLARA",NO DECLARA"
2023-03-31",1989-04-07",NO DECLARA",NO DECLARA"
2023-09-08",1990-10-19",NO DECLARA",F"
2023-08-02",1989-10-12",M",F"
2023-02-21",1990-02-02",NO DECLARA",F"
2023-04-03",1990-12-26",NO DECLARA",NO DECLARA"
2023-09-17",1989-01-09",NO DECLARA",NO DECLARA"
2023-12-07",1990-03-02",M",F"
2023-01-17",1988-09-22",NO DECLARA",NO DECLARA"
2023-11-29",1989-08-30",M",F"
2023-09-01",1989-09-05",NO DECLARA",NO DECLARA"
2023-06-23",1988-12-02",NO DECLARA",NO DECLARA"
2023-09-29",1989-09-06",M",F"
2023-12-21",1988-11-03",M",F"
2023-03-07",1989-04-06",M",F"
2023-03-07",1989-04-06",M",F"
2023-07-19",1989-04-06",M",F"
2023-03-07",1989-04-06",M",F"
2023-09-08",1989-06-15",NO DECLARA",NO DECLARA"
2023-03-08",1990-02-16",NO DECLARA",F"
2023-12-01",1989-01-06",NO DECLARA",NO DECLARA"
2023-10-27",1989-02-03",M",F"
2023-05-02",1989-06-23",M",F"
2023-03-07",1983-03-17",NO DECLARA",NO DECLARA"
2023-07-17",1983-09-22",NO DECLARA",NO DECLARA"
2023-06-15",1983-10-06",NO DECLARA",NO DECLARA"
2023-04-26",1983-05-04",M",NO DECLARA"
2023-04-30",1983-03-03",NO DECLARA",NO DECLARA"
2023-08-21",1983-01-14",M",NO DECLARA"
2023-09-01",1994-11-17",M",F"
2023-03-10",1994-03-09",M",NO DECLARA"
2023-08-06",1994-04-26",M",F"
2023-02-01",1998-07-03",M",F"
2023-03-06",2005-03-10",M",F"
2023-02-27",1993-10-08",M",F"
2023-08-10",1993-11-05",M",F"
2023-05-31",1994-04-15",M",F"
2023-10-08",1994-12-16",NO DECLARA",NO DECLARA"
2023-09-29",1993-11-26",M",F"
2023-09-24",1993-02-08",NO DECLARA",NO DECLARA"
2023-02-15",1994-04-14",M",F"
2023-02-14",1994-07-21",NO DECLARA",NO DECLARA"
2023-04-30",1993-09-10",NO DECLARA",NO DECLARA"
2023-09-08",1995-03-16",M",F"
2023-09-22",1995-04-28",M",F"
2023-03-31",1993-03-04",NO DECLARA",NO DECLARA"
2023-06-22",1994-11-02",M",F"
2023-02-04",1995-11-17",M",NO DECLARA"
2023-08-09",1993-07-30",M",NO DECLARA"
2023-09-13",1993-09-16",NO DECLARA",NO DECLARA"
2023-07-02",1995-12-15",M",F"
2023-06-19",1995-02-03",NO DECLARA",NO DECLARA"
2023-07-06",1993-02-05",NO DECLARA",NO DECLARA"
2023-08-11",1994-10-13",NO DECLARA",F"
2023-05-19",1994-10-28",M",F"
2023-04-16",1984-02-10",NO DECLARA",NO DECLARA"
2023-11-12",1984-05-03",NO DECLARA",NO DECLARA"
2023-07-07",1983-11-25",M",F"
2023-11-07",1983-12-05",NO DECLARA",F"
2023-06-13",1983-12-09",NO DECLARA",NO DECLARA"
2023-11-01",1983-12-20",M",NO DECLARA"
2023-12-05",1983-10-07",NO DECLARA",NO DECLARA"
2023-12-07",1984-05-31",NO DECLARA",NO DECLARA"
2023-05-03",1984-05-23",NO DECLARA",NO DECLARA"
2023-07-06",1984-05-04",M",NO DECLARA"
2023-07-10",1984-04-27",NO DECLARA",NO DECLARA"
2023-12-10",1983-09-05",NO DECLARA",NO DECLARA"
2023-04-21",1983-09-16",NO DECLARA",NO DECLARA"
2023-07-15",1983-09-21",NO DECLARA",NO DECLARA"
2023-07-13",1983-08-12",M",NO DECLARA"
2023-06-28",1983-09-30",NO DECLARA",NO DECLARA"
2023-07-13",1983-06-15",NO DECLARA",NO DECLARA"
2023-11-01",1983-05-17",M",F"
2023-07-14",1983-08-25",NO DECLARA",NO DECLARA"
2023-08-18",1983-08-31",NO DECLARA",NO DECLARA"
2023-03-22",1983-10-06",NO DECLARA",NO DECLARA"
2023-11-22",1983-09-14",M",NO DECLARA"
2023-03-30",1983-10-13",NO DECLARA",NO DECLARA"
2023-11-09",1983-04-28",NO DECLARA",NO DECLARA"
2023-12-12",1983-04-28",NO DECLARA",NO DECLARA"
2023-05-30",1983-06-16",NO DECLARA",NO DECLARA"
2023-11-29",1983-06-16",M",F"
2023-11-22",1983-07-08",NO DECLARA",NO DECLARA"
2023-09-28",1983-08-31",NO DECLARA",NO DECLARA"
2023-10-26",1983-08-03",NO DECLARA",NO DECLARA"
2023-02-21",1983-04-29",NO DECLARA",NO DECLARA"
2023-12-21",1983-11-07",NO DECLARA",F"
2023-07-13",1983-11-22",M",NO DECLARA"
2023-06-16",1983-08-18",NO DECLARA",NO DECLARA"
2023-05-28",1985-03-22",NO DECLARA",NO DECLARA"
2023-06-23",1984-09-13",M",F"
2023-08-10",1984-11-23",M",F"
2023-04-14",1985-01-18",NO DECLARA",NO DECLARA"
2023-11-16",1984-06-27",NO DECLARA",NO DECLARA"
2023-06-13",1984-12-20",NO DECLARA",NO DECLARA"
2023-11-09",1984-09-24",NO DECLARA",NO DECLARA"
2023-07-07",1984-11-19",NO DECLARA",NO DECLARA"
2023-05-16",1984-09-06",NO DECLARA",NO DECLARA"
2023-03-20",1984-12-21",NO DECLARA",NO DECLARA"
2023-11-29",1984-12-06",M",NO DECLARA"
2023-03-29",1984-08-22",NO DECLARA",NO DECLARA"
2023-12-27",1984-12-26",NO DECLARA",NO DECLARA"
2023-04-27",1984-12-05",M",F"
2023-08-07",1984-12-13",NO DECLARA",NO DECLARA"
2023-05-19",1984-12-17",NO DECLARA",F"
2023-05-16",1984-07-12",NO DECLARA",NO DECLARA"
2023-11-13",1984-10-05",NO DECLARA",NO DECLARA"
2023-02-28",1984-09-14",NO DECLARA",NO DECLARA"
2023-03-12",1984-05-02",NO DECLARA",NO DECLARA"
2023-11-15",1984-09-21",NO DECLARA",NO DECLARA"
2023-08-07",1984-10-17",NO DECLARA",NO DECLARA"
2023-03-14",1984-03-09",NO DECLARA",NO DECLARA"
2023-11-28",1984-10-10",NO DECLARA",NO DECLARA"
2023-12-12",1984-11-09",NO DECLARA",NO DECLARA"
2023-04-30",1984-11-30",NO DECLARA",NO DECLARA"
2023-05-09",1984-04-18",NO DECLARA",NO DECLARA"
2023-12-13",1984-07-27",NO DECLARA",NO DECLARA"
2023-06-04",1984-06-14",NO DECLARA",NO DECLARA"
2023-05-04",1984-03-22",NO DECLARA",F"
2023-03-02",1984-03-07",NO DECLARA",F"
2023-06-30",1984-01-19",NO DECLARA",NO DECLARA"
2023-05-02",1984-02-17",NO DECLARA",NO DECLARA"
2023-06-11",1984-03-02",NO DECLARA",NO DECLARA"
2023-03-31",1984-07-10",M",NO DECLARA"
