fecha_divorcio,fecha_matrimonio,sexo_1,sexo_2
2021-10-18",2014-01-24",M",M"
2021-04-05",2014-01-23",M",F"
2021-04-06",2014-01-23",M",F"
2021-03-30",2014-02-28",M",F"
2021-07-19",2014-02-14",M",F"
2021-04-19",2014-02-12",M",F"
2021-10-12",2014-02-12",M",F"
2021-05-14",2014-02-21",M",F"
2021-02-08",2014-03-28",M",F"
2021-12-22",2014-03-31",M",F"
2021-02-12",2013-03-26",M",F"
2021-11-02",2013-03-21",M",F"
2021-03-15",2013-02-15",M",F"
2021-11-30",2013-02-14",M",F"
2021-04-30",2013-03-21",M",F"
2021-11-23",2013-03-22",M",F"
2021-09-29",2014-02-19",M",F"
2021-04-12",2013-04-12",M",F"
2021-10-13",2013-04-18",M",F"
2021-04-13",2013-02-13",M",F"
2021-03-09",2013-03-26",M",F"
2021-10-29",2013-04-05",F",M"
2021-12-02",2013-04-09",M",F"
2021-08-17",2013-04-11",M",F"
2021-11-26",2013-06-11",M",F"
2021-08-12",2013-06-14",M",F"
2021-04-30",2013-01-04",M",F"
2021-05-20",2013-02-26",M",F"
2021-09-30",2013-02-27",M",F"
2021-03-16",2013-03-07",M",F"
2021-01-07",2013-03-14",M",F"
2021-10-01",2013-03-14",M",F"
2021-05-20",2013-04-05",M",F"
2021-10-18",2013-04-24",M",F"
2021-06-29",2013-04-23",M",F"
2021-08-09",2013-04-19",M",F"
2021-02-10",2013-01-03",M",F"
2021-08-23",2013-01-08",M",F"
2021-11-01",2013-07-03",M",F"
2021-03-12",2013-02-13",M",F"
2021-04-15",2013-02-15",M",F"
2021-03-25",2013-02-22",M",F"
2021-10-20",2013-02-27",M",F"
2021-12-20",2013-03-07",M",F"
2021-12-06",2013-01-22",M",F"
2021-03-08",2013-04-26",M",F"
2021-09-06",2013-04-24",M",F"
2021-11-04",2013-06-25",M",F"
2021-09-22",2013-06-19",M",F"
2021-04-15",2013-03-07",M",F"
2021-08-05",2013-03-07",M",DESCONOCIDO"
2021-05-04",2013-01-04",M",F"
2021-10-15",2013-01-04",M",F"
2021-12-22",2013-01-30",M",F"
2021-04-17",2013-02-07",M",F"
2021-09-15",2013-01-02",M",F"
2021-08-30",2013-06-11",M",F"
2021-03-18",2013-01-14",M",M"
2021-06-28",2013-01-18",F",F"
2021-07-01",2013-01-23",M",F"
2021-11-16",2013-03-01",M",F"
2021-11-16",2013-02-28",M",F"
2021-06-02",2013-03-06",M",F"
2021-10-25",2013-03-07",M",F"
2021-11-25",2013-03-08",M",NO DECLARA"
2021-01-18",2013-03-07",M",F"
2021-10-18",2013-03-15",M",F"
2021-08-17",2013-04-29",M",F"
2021-07-30",2013-04-30",M",F"
2021-07-22",2013-02-07",M",F"
2021-09-20",2013-03-08",M",F"
2021-08-22",2013-03-14",M",F"
2021-05-08",2014-11-14",M",F"
2021-10-13",2014-11-19",M",F"
2021-11-24",2014-11-27",M",F"
2021-10-26",2014-10-10",M",M"
2021-07-15",2014-11-26",M",F"
2021-09-24",2014-11-21",M",F"
2021-11-24",1999-06-18",M",F"
2021-09-09",2014-09-26",F",M"
2021-09-23",2014-11-26",M",F"
2021-06-10",2014-11-27",M",F"
2021-11-19",1998-03-27",M",F"
2021-12-09",2014-10-16",M",F"
2021-11-17",2014-10-16",M",F"
2021-10-07",2014-11-27",M",F"
2021-04-13",2014-10-17",M",F"
2021-11-01",2014-10-06",M",F"
2021-06-07",2014-10-23",F",M"
2021-08-19",2014-11-26",M",F"
2021-12-17",1985-10-18",NO DECLARA",NO DECLARA"
2021-05-18",2014-10-23",F",M"
2021-05-21",2014-10-28",M",F"
2021-11-25",2014-12-23",F",M"
2021-03-22",2014-12-22",M",F"
2021-02-25",2014-09-03",M",F"
2021-04-12",2014-09-19",M",F"
2021-04-08",2014-09-19",M",F"
2021-12-01",2014-12-11",M",F"
2021-08-20",2014-12-11",M",F"
2021-08-11",2014-12-10",M",F"
2021-09-15",2014-10-24",M",F"
2021-12-12",2005-11-03",M",F"
2021-04-26",2014-12-22",M",F"
2021-01-04",2014-10-01",M",F"
2021-10-16",2014-08-05",M",F"
2021-11-09",2014-08-05",M",F"
2021-05-31",2014-10-31",M",F"
2021-03-11",2014-09-26",M",F"
2021-11-12",2014-10-30",M",F"
2021-11-05",2014-10-09",M",F"
2021-11-03",2005-09-22",M",F"
2021-04-28",2014-11-04",M",F"
2021-09-23",2014-11-04",F",M"
2021-06-03",2014-12-12",M",F"
2021-10-18",2014-12-12",M",F"
2021-09-15",2014-10-24",F",F"
2021-01-04",2014-12-17",F",M"
2021-12-29",1998-11-20",M",F"
2021-10-12",1998-12-18",M",F"
2021-09-27",2005-09-21",M",F"
2021-04-15",2014-11-07",M",F"
2021-08-31",2014-11-07",M",F"
2021-02-25",2014-11-07",M",F"
2021-08-24",2014-11-28",M",F"
2021-07-05",1998-01-08",M",F"
2021-07-13",2014-11-13",F",M"
2021-06-28",2014-11-07",M",F"
2021-04-17",1998-12-04",M",F"
2021-09-23",2014-12-09",M",F"
2021-06-29",2014-12-12",M",F"
2021-11-23",2014-10-14",M",F"
2021-10-18",2014-11-12",F",M"
2021-03-17",2014-11-14",M",F"
2021-06-18",2014-12-10",F",F"
2021-07-21",2014-12-11",M",F"
2021-09-07",1998-11-06",M",F"
2021-10-26",2014-09-19",M",F"
2021-11-29",2014-11-19",F",M"
2021-12-23",2014-12-18",M",F"
2021-05-12",2014-10-03",M",F"
2021-11-11",1998-11-24",M",F"
2021-04-13",1998-09-02",M",F"
2021-09-17",2014-11-20",F",M"
2021-06-24",2014-11-20",F",M"
2021-12-28",2014-11-12",F",M"
2021-09-06",1998-11-18",M",F"
2021-07-02",1998-04-24",M",F"
2021-04-16",1998-07-02",M",F"
2021-09-23",1998-10-30",M",F"
2021-11-23",1998-10-02",M",F"
2021-10-14",2014-08-27",M",F"
2021-07-13",2014-09-04",M",F"
2021-07-19",2013-07-19",M",F"
2021-09-16",2013-07-16",M",F"
2021-08-17",2014-04-22",M",F"
2021-03-19",2014-04-25",M",F"
2021-10-21",2014-03-13",M",F"
2021-10-01",2014-04-29",M",F"
2021-12-07",2014-06-30",M",F"
2021-10-05",2014-07-14",M",F"
2021-02-19",2014-03-10",M",F"
2021-07-19",2014-03-21",M",F"
2021-06-07",2014-03-19",M",F"
2021-06-08",2014-04-25",M",F"
2021-04-27",2014-04-28",M",F"
2021-05-17",2014-07-04",M",F"
2021-10-27",2014-07-04",M",F"
2021-09-23",2014-07-10",F",M"
2021-02-08",2014-09-26",M",F"
2021-04-14",2014-03-14",M",F"
2021-02-25",2014-04-30",F",M"
2021-03-21",2014-04-30",M",F"
2021-08-25",2014-09-12",M",F"
2021-05-06",2014-07-11",M",F"
2021-11-04",2014-07-17",M",F"
2021-06-14",2014-07-11",M",F"
2021-10-04",2014-09-19",M",F"
2021-05-07",2014-09-18",M",F"
2021-11-05",2014-07-21",F",F"
2021-09-30",2014-07-18",M",F"
2021-05-17",2014-07-21",F",M"
2021-02-23",2014-08-14",M",F"
2021-07-15",2014-09-05",M",F"
2021-05-05",2014-03-13",M",F"
2021-07-23",2014-03-20",M",F"
2021-03-09",2014-03-17",M",F"
2021-10-19",2014-05-07",M",F"
2021-03-26",2014-03-28",M",F"
2021-04-12",2014-05-05",F",M"
2021-04-30",2014-03-19",M",F"
2021-03-25",2014-03-21",F",M"
2021-03-14",2014-07-25",M",F"
2021-06-14",2014-07-24",M",F"
2021-11-26",2014-07-25",M",F"
2021-11-30",2014-09-12",M",F"
2021-08-05",2014-03-25",M",F"
2021-06-10",2014-03-12",M",F"
2021-10-21",2013-05-03",M",M"
2021-03-12",2013-02-07",F",M"
2021-08-11",2014-02-20",M",F"
2021-06-30",2014-02-27",M",F"
2021-05-10",2014-03-27",M",F"
2021-03-09",2014-03-21",M",F"
2021-11-03",2014-05-16",M",F"
2021-07-20",2014-08-08",M",F"
2021-04-27",2013-02-15",M",F"
2021-09-02",2013-03-08",M",F"
2021-10-22",2013-05-10",M",F"
2021-10-31",2013-05-10",M",F"
2021-11-30",2013-05-10",F",M"
2021-12-21",2014-03-20",M",F"
2021-02-03",2014-05-30",M",F"
2021-05-11",2014-08-08",M",F"
2021-10-20",2014-05-09",M",F"
2021-12-27",2013-03-15",M",F"
2021-03-27",2013-03-15",F",M"
2021-10-14",2014-05-22",M",DESCONOCIDO"
2021-11-25",2014-05-23",M",F"
2021-12-21",2014-07-31",M",M"
2021-09-14",2014-08-20",M",F"
2021-09-07",2014-08-20",M",F"
2021-03-31",2014-02-20",M",F"
2021-07-21",2014-03-28",NO DECLARA",F"
2021-05-06",2014-04-07",M",F"
2021-09-29",2014-05-23",M",F"
2021-11-12",2014-05-30",M",DESCONOCIDO"
2021-02-09",2014-05-30",M",F"
2021-03-22",2014-08-21",M",F"
2021-06-04",2014-08-21",M",F"
2021-12-07",2014-08-22",M",F"
2021-10-15",2013-04-04",M",F"
2021-05-14",2014-04-11",M",F"
2021-08-17",2014-05-30",M",F"
2021-09-20",2014-04-09",M",F"
2021-11-14",2014-04-03",M",F"
2021-05-12",2014-08-08",M",F"
2021-05-06",2013-05-24",F",M"
2021-04-06",2013-05-24",M",F"
2021-10-26",2013-05-28",M",F"
2021-09-06",2014-06-13",F",M"
2021-09-27",2014-06-16",M",F"
2021-12-20",2014-08-12",M",F"
2021-08-13",2014-08-28",M",F"
2021-11-04",2014-09-03",M",F"
2021-09-17",2014-09-05",M",F"
2021-12-10",2014-08-28",M",F"
2021-04-05",2014-04-08",M",F"
2021-04-27",2014-06-27",F",M"
2021-03-17",2014-08-21",M",F"
2021-10-19",2014-08-29",M",F"
2021-10-12",2014-09-11",M",F"
2021-11-19",2014-09-12",F",M"
2021-11-26",1988-12-01",NO DECLARA",NO DECLARA"
2021-12-20",1988-12-05",NO DECLARA",NO DECLARA"
2021-10-24",1987-07-03",NO DECLARA",NO DECLARA"
2021-06-16",1987-12-16",NO DECLARA",NO DECLARA"
2021-10-29",1988-10-20",NO DECLARA",NO DECLARA"
2021-04-07",1987-10-21",M",F"
2021-03-02",1987-12-04",NO DECLARA",NO DECLARA"
2021-06-29",1987-07-23",NO DECLARA",NO DECLARA"
2021-06-15",1988-01-28",M",F"
2021-09-22",1988-02-05",NO DECLARA",NO DECLARA"
2021-10-01",1987-10-22",NO DECLARA",NO DECLARA"
2021-06-24",1988-05-23",NO DECLARA",NO DECLARA"
2021-11-21",1987-10-26",NO DECLARA",NO DECLARA"
2021-10-18",1987-11-12",M",DESCONOCIDO"
2021-05-18",1987-11-19",NO DECLARA",NO DECLARA"
2021-07-29",1988-03-10",NO DECLARA",NO DECLARA"
2021-11-16",1988-03-10",NO DECLARA",NO DECLARA"
2021-10-01",1988-07-13",M",NO DECLARA"
2021-03-31",1988-04-29",NO DECLARA",NO DECLARA"
2021-09-28",1987-09-11",NO DECLARA",NO DECLARA"
2021-10-21",1988-01-14",M",F"
2021-10-07",1988-01-22",NO DECLARA",NO DECLARA"
2021-06-30",1988-09-01",NO DECLARA",NO DECLARA"
2021-11-11",1988-05-05",NO DECLARA",F"
2021-05-26",1987-10-09",NO DECLARA",F"
2021-10-31",1988-06-17",NO DECLARA",NO DECLARA"
2021-03-05",1988-07-15",NO DECLARA",NO DECLARA"
2021-08-13",1988-08-01",NO DECLARA",NO DECLARA"
2021-12-01",1988-09-02",NO DECLARA",NO DECLARA"
2021-08-12",1987-10-09",NO DECLARA",NO DECLARA"
2021-03-11",1987-12-17",NO DECLARA",NO DECLARA"
2021-11-14",1987-06-26",NO DECLARA",NO DECLARA"
2021-12-22",1987-11-20",NO DECLARA",NO DECLARA"
2021-05-16",1987-04-24",NO DECLARA",NO DECLARA"
2021-11-15",1986-02-07",NO DECLARA",NO DECLARA"
2021-01-05",1986-10-16",NO DECLARA",NO DECLARA"
2021-10-06",1986-04-04",NO DECLARA",NO DECLARA"
2021-06-05",1986-04-11",NO DECLARA",NO DECLARA"
2021-08-09",1986-06-18",NO DECLARA",NO DECLARA"
2021-02-20",1986-01-02",NO DECLARA",F"
2021-01-07",1986-02-17",NO DECLARA",NO DECLARA"
2021-07-13",2005-02-11",M",F"
2021-08-09",1985-11-28",NO DECLARA",F"
2021-06-16",2005-08-25",M",F"
2021-02-19",1990-10-17",NO DECLARA",NO DECLARA"
2021-09-09",1998-09-18",M",F"
2021-01-28",1986-11-03",NO DECLARA",NO DECLARA"
2021-07-06",1986-11-03",NO DECLARA",NO DECLARA"
2021-10-05",1998-10-16",M",F"
2021-09-29",2005-11-24",M",F"
2021-07-05",1987-01-15",NO DECLARA",F"
2021-11-30",1998-06-26",M",F"
2021-03-22",1986-01-17",NO DECLARA",NO DECLARA"
2021-11-23",1986-03-12",NO DECLARA",NO DECLARA"
2021-12-10",1987-01-02",NO DECLARA",F"
2021-02-09",1991-04-18",M",DESCONOCIDO"
2021-11-17",1991-10-03",M",F"
2021-10-18",1992-09-10",M",F"
2021-12-08",1991-06-14",NO DECLARA",NO DECLARA"
2021-10-05",1992-10-14",M",NO DECLARA"
2021-08-19",1990-11-29",NO DECLARA",NO DECLARA"
2021-07-19",1992-03-06",M",F"
2021-05-12",1992-11-05",NO DECLARA",NO DECLARA"
2021-07-23",1990-12-14",M",F"
2021-10-17",1991-03-06",NO DECLARA",NO DECLARA"
2021-07-25",1992-06-05",NO DECLARA",NO DECLARA"
2021-07-01",1992-06-12",M",F"
2021-12-08",1991-11-22",NO DECLARA",NO DECLARA"
2021-12-14",1991-01-31",M",NO DECLARA"
2021-05-27",1991-02-05",NO DECLARA",NO DECLARA"
2021-03-16",1992-01-10",NO DECLARA",NO DECLARA"
2021-02-25",1992-01-10",NO DECLARA",NO DECLARA"
2021-04-20",1991-12-05",NO DECLARA",F"
2021-11-30",1991-03-01",M",F"
2021-10-19",1991-03-22",M",F"
2021-06-16",1991-09-20",NO DECLARA",NO DECLARA"
2021-06-30",1991-10-14",NO DECLARA",NO DECLARA"
2021-03-16",1992-03-05",M",F"
2021-07-02",1991-11-29",NO DECLARA",F"
2021-02-25",1992-03-20",NO DECLARA",NO DECLARA"
2021-03-10",1992-03-26",NO DECLARA",NO DECLARA"
2021-09-29",1992-07-30",NO DECLARA",F"
2021-08-10",1992-08-13",NO DECLARA",DESCONOCIDO"
2021-02-17",1991-08-09",NO DECLARA",NO DECLARA"
2021-08-18",1991-08-14",M",F"
2021-08-19",1991-10-18",NO DECLARA",NO DECLARA"
2021-03-30",1992-03-04",M",F"
2021-03-23",1992-01-23",NO DECLARA",NO DECLARA"
2021-12-29",1992-11-06",NO DECLARA",NO DECLARA"
2021-09-06",1992-02-07",M",NO DECLARA"
2021-04-21",1992-03-27",M",NO DECLARA"
2021-10-04",1990-11-30",NO DECLARA",NO DECLARA"
2021-08-07",1992-10-06",M",F"
2021-11-11",1992-11-04",NO DECLARA",NO DECLARA"
2021-01-22",1991-04-12",M",F"
2021-12-01",1989-04-10",M",NO DECLARA"
2021-06-16",1989-09-15",NO DECLARA",F"
2021-10-14",1989-12-21",NO DECLARA",NO DECLARA"
2021-08-17",1990-10-05",NO DECLARA",NO DECLARA"
2021-03-25",1990-03-09",NO DECLARA",NO DECLARA"
2021-10-20",1989-07-19",NO DECLARA",NO DECLARA"
2021-03-29",1989-04-13",M",NO DECLARA"
2021-04-07",1989-09-22",NO DECLARA",NO DECLARA"
2021-10-05",1990-05-18",NO DECLARA",F"
2021-12-29",1989-11-02",NO DECLARA",NO DECLARA"
2021-08-02",1990-01-19",M",NO DECLARA"
2021-09-07",1989-11-16",M",NO DECLARA"
2021-10-12",1990-03-30",NO DECLARA",NO DECLARA"
2021-04-29",1989-02-10",NO DECLARA",NO DECLARA"
2021-03-16",1989-04-07",NO DECLARA",NO DECLARA"
2021-03-04",1989-04-07",NO DECLARA",NO DECLARA"
2021-11-03",1989-10-04",M",F"
2021-08-30",1990-06-14",NO DECLARA",F"
2021-02-19",1988-11-18",M",NO DECLARA"
2021-07-02",1988-12-14",NO DECLARA",NO DECLARA"
2021-11-11",1988-09-30",NO DECLARA",NO DECLARA"
2021-03-02",1990-06-04",NO DECLARA",NO DECLARA"
2021-08-05",1989-11-23",M",F"
2021-04-29",1990-02-22",M",F"
2021-06-01",1990-03-14",NO DECLARA",NO DECLARA"
2021-10-26",1988-12-22",NO DECLARA",NO DECLARA"
2021-03-22",1983-02-07",NO DECLARA",NO DECLARA"
2021-12-16",1983-03-17",NO DECLARA",NO DECLARA"
2021-12-19",1983-03-04",NO DECLARA",NO DECLARA"
2021-06-10",1983-04-07",NO DECLARA",NO DECLARA"
2021-05-17",1983-04-21",M",NO DECLARA"
2021-08-04",1983-02-10",NO DECLARA",NO DECLARA"
2021-06-16",1983-03-11",NO DECLARA",NO DECLARA"
2021-11-04",1983-01-13",NO DECLARA",DESCONOCIDO"
2021-10-07",1983-01-28",NO DECLARA",NO DECLARA"
2021-03-01",1983-04-21",NO DECLARA",NO DECLARA"
2021-10-22",1983-03-18",NO DECLARA",NO DECLARA"
2021-08-10",1983-09-29",NO DECLARA",NO DECLARA"
2021-12-29",1983-10-05",NO DECLARA",NO DECLARA"
2021-03-10",1993-02-05",M",F"
2021-04-05",1994-11-24",M",F"
2021-04-24",1993-04-15",NO DECLARA",NO DECLARA"
2021-07-15",1993-04-15",M",F"
2021-08-06",1998-11-20",M",F"
2021-04-28",1998-01-06",M",F"
2021-11-01",2005-11-04",M",F"
2021-02-08",1994-06-03",M",F"
2021-06-04",1994-06-09",DESCONOCIDO",NO DECLARA"
2021-05-13",1994-06-15",NO DECLARA",NO DECLARA"
2021-11-23",2005-08-12",NO DECLARA",F"
2021-04-15",2005-07-15",M",F"
2021-04-29",2001-05-11",M",F"
2021-12-13",1998-10-30",M",F"
2021-06-10",1990-04-11",NO DECLARA",NO DECLARA"
2021-01-20",1993-11-29",NO DECLARA",NO DECLARA"
2021-04-02",1993-12-09",M",F"
2021-08-29",1993-12-17",NO DECLARA",NO DECLARA"
2021-11-09",1994-12-14",M",F"
2021-01-21",1983-02-03",NO DECLARA",NO DECLARA"
2021-06-10",1993-11-17",NO DECLARA",NO DECLARA"
2021-12-10",1993-01-04",NO DECLARA",NO DECLARA"
2021-03-21",1993-03-12",NO DECLARA",NO DECLARA"
2021-01-25",1995-09-14",M",NO DECLARA"
2021-09-02",1993-07-08",M",F"
2021-05-18",1983-03-07",M",NO DECLARA"
2021-11-04",1993-09-15",NO DECLARA",NO DECLARA"
2021-11-02",1994-10-07",NO DECLARA",F"
2021-11-11",1993-02-22",M",F"
2021-06-14",1994-11-10",M",F"
2021-04-07",1993-05-28",NO DECLARA",F"
2021-05-05",1994-04-04",M",F"
2021-07-22",1995-09-15",NO DECLARA",NO DECLARA"
2021-05-18",1995-10-03",M",F"
2021-10-26",1995-10-11",NO DECLARA",F"
2021-10-25",1995-10-11",NO DECLARA",F"
2021-04-13",1995-10-18",M",F"
2021-07-22",1995-12-01",M",F"
2021-11-21",1993-09-21",M",F"
2021-10-29",1993-09-30",M",F"
2021-10-12",1994-05-13",NO DECLARA",NO DECLARA"
2021-04-21",1994-05-13",M",NO DECLARA"
2021-06-02",1994-05-19",M",F"
2021-12-20",1994-08-10",M",F"
2021-10-25",1995-12-01",NO DECLARA",F"
2021-07-28",1983-11-10",NO DECLARA",NO DECLARA"
2021-07-28",1983-11-10",NO DECLARA",NO DECLARA"
2021-07-19",1984-08-03",DESCONOCIDO",NO DECLARA"
2021-06-16",1984-05-17",NO DECLARA",NO DECLARA"
2021-11-12",1984-05-17",NO DECLARA",NO DECLARA"
