fecha_divorcio,fecha_matrimonio,sexo_1,sexo_2
2020-02-14",2000-03-30",M",F"
2020-02-17",2000-03-30",M",F"
2020-03-12",2000-11-21",M",F"
2020-02-17",2000-11-14",M",F"
2020-01-02",2000-03-10",M",F"
2020-03-16",1988-04-28",NO DECLARA",NO DECLARA"
2020-01-09",2001-06-15",M",F"
2020-12-07",2008-11-14",M",F"
2020-12-10",2008-12-18",M",F"
2020-11-16",2001-07-13",M",F"
2020-11-26",2001-10-05",M",F"
2020-12-16",1997-12-03",M",F"
2020-06-27",2001-06-21",M",F"
2020-08-10",1997-12-12",M",F"
2020-11-04",2001-05-04",M",F"
2020-01-22",2001-08-15",M",F"
2020-01-08",2001-10-10",M",F"
2020-09-14",2006-11-22",M",F"
2020-11-25",2008-08-15",M",F"
2020-03-16",2001-03-28",M",F"
2020-11-11",2001-10-18",M",F"
2020-12-10",1987-10-08",NO DECLARA",NO DECLARA"
2020-12-23",2001-09-07",M",F"
2020-01-09",2005-12-16",M",F"
2020-02-17",2001-03-15",M",F"
2020-01-09",2001-11-28",M",F"
2020-02-27",2001-03-08",M",F"
2020-07-30",2006-11-23",M",F"
2020-09-23",2001-04-26",M",F"
2020-09-07",1988-12-09",NO DECLARA",NO DECLARA"
2020-01-06",1988-12-09",NO DECLARA",NO DECLARA"
2020-12-09",1990-08-17",NO DECLARA",NO DECLARA"
2020-12-28",1987-09-02",M",F"
2020-12-03",2000-10-19",M",F"
2020-01-07",1988-03-10",NO DECLARA",NO DECLARA"
2020-01-22",2000-07-07",M",F"
2020-02-14",2000-03-30",M",F"
2020-11-27",2002-08-28",M",F"
2020-02-04",2003-09-19",M",F"
2020-10-05",2002-03-01",M",F"
2020-02-19",2004-11-04",M",F"
2020-03-02",1988-07-18",M",F"
2020-03-11",2000-12-01",M",F"
2020-10-02",2000-04-07",M",F"
2020-12-17",1988-08-02",NO DECLARA",NO DECLARA"
2020-12-01",2000-01-04",M",F"
2020-12-30",2000-03-23",M",F"
2020-02-27",2000-09-15",M",F"
2020-10-15",1994-06-10",NO DECLARA",F"
2020-11-02",2000-01-10",M",F"
2020-03-05",1992-10-15",M",F"
2020-02-17",2005-09-22",M",F"
2020-12-28",2000-03-09",M",F"
2020-11-10",2000-08-08",M",F"
2020-10-30",1995-11-24",M",F"
2020-01-07",2000-10-20",M",F"
2020-11-13",2000-04-11",M",F"
2020-08-30",2000-10-12",M",F"
2020-11-19",1996-09-12",M",F"
2020-02-21",1996-04-15",NO DECLARA",NO DECLARA"
2020-08-13",2000-07-21",M",F"
2020-12-02",2000-11-10",M",F"
2020-11-11",2000-03-17",M",F"
2020-02-20",2000-04-27",M",F"
2020-09-03",2000-02-15",M",F"
2020-03-10",1988-10-28",M",F"
2020-11-30",1996-03-07",NO DECLARA",F"
2020-12-09",2000-03-29",M",F"
2020-11-27",1996-03-28",NO DECLARA",F"
2020-12-14",2000-04-27",M",F"
2020-02-04",2000-12-12",M",F"
2020-08-19",2000-12-07",M",F"
2020-01-30",1990-01-05",NO DECLARA",NO DECLARA"
2020-03-12",2000-04-12",M",F"
2020-08-27",1996-02-23",NO DECLARA",F"
2020-12-30",1992-12-15",M",F"
2020-09-23",2000-12-05",M",F"
2020-12-28",2000-10-20",M",F"
2020-01-02",2000-12-28",M",F"
2020-02-10",2000-06-22",M",DESCONOCIDO"
2020-01-23",2002-12-20",M",F"
2020-12-09",2000-08-31",M",F"
2020-01-07",1992-12-04",M",F"
2020-11-24",1992-12-10",NO DECLARA",F"
2020-10-19",2000-12-14",M",DESCONOCIDO"
2020-08-28",1992-12-18",NO DECLARA",NO DECLARA"
2020-01-08",1987-04-24",NO DECLARA",NO DECLARA"
2020-11-09",2000-06-23",M",F"
2020-03-02",2000-03-03",M",F"
2020-11-06",2000-09-01",M",F"
2020-11-16",2000-03-08",M",F"
2020-07-16",1992-10-14",M",F"
2020-11-22",1987-12-16",M",F"
2020-01-09",2000-06-13",M",F"
2020-09-30",2000-07-12",M",F"
2020-11-30",1993-05-06",M",NO DECLARA"
2020-12-09",2000-09-22",M",F"
2020-01-10",1987-01-16",NO DECLARA",NO DECLARA"
2020-12-02",2000-04-18",M",F"
2020-11-30",2000-04-06",M",F"
2020-07-26",1992-03-24",M",F"
2020-08-11",2000-06-30",M",F"
2020-08-25",2000-10-26",M",F"
2020-12-04",1987-03-04",NO DECLARA",NO DECLARA"
2020-09-02",1992-05-28",M",F"
2020-11-24",1992-03-25",NO DECLARA",F"
2020-02-27",1987-12-04",NO DECLARA",NO DECLARA"
2020-02-26",1992-08-27",NO DECLARA",NO DECLARA"
2020-12-03",2000-03-08",M",F"
2020-08-26",2000-08-09",M",F"
2020-03-13",2000-05-04",M",F"
2020-11-26",2000-02-24",M",F"
2020-12-23",2000-05-18",M",F"
2020-01-06",1994-03-03",M",F"
2020-10-23",1992-01-06",M",F"
2020-12-02",2000-06-23",M",F"
2020-10-02",1993-04-12",M",F"
2020-12-18",1987-12-10",NO DECLARA",NO DECLARA"
2020-09-14",2000-03-31",M",F"
2020-02-21",2000-04-28",M",F"
2020-12-14",2000-05-19",M",F"
2020-01-09",2006-10-06",M",F"
2020-07-25",1992-02-12",M",NO DECLARA"
2020-03-11",2000-07-14",M",F"
2020-12-16",2000-02-04",M",F"
2020-08-24",2007-09-07",M",F"
2020-03-10",2007-07-20",M",F"
2020-03-03",1992-02-07",NO DECLARA",NO DECLARA"
2020-08-05",2000-03-30",M",F"
2020-09-14",2000-10-19",M",F"
2020-12-03",1992-05-11",M",F"
2020-02-28",2000-11-21",M",F"
2020-11-05",2008-10-30",M",F"
2020-12-29",2000-11-03",M",F"
2020-11-04",2000-06-05",M",F"
2020-01-09",2000-03-08",M",F"
2020-06-11",1994-11-02",NO DECLARA",NO DECLARA"
2020-11-20",2008-09-24",M",F"
2020-01-02",2000-06-21",M",F"
2020-11-17",2005-02-10",M",F"
2020-01-07",1993-12-10",NO DECLARA",F"
2020-10-26",1991-08-01",NO DECLARA",F"
2020-11-29",1991-12-05",NO DECLARA",NO DECLARA"
2020-09-29",1991-10-17",M",F"
2020-12-03",2002-12-27",M",F"
2020-11-13",2002-12-27",M",F"
2020-02-10",2002-06-14",M",F"
2020-01-08",2002-01-11",M",F"
2020-09-09",2002-06-14",M",F"
2020-12-15",1990-04-27",NO DECLARA",NO DECLARA"
2020-02-04",2002-10-15",M",F"
2020-11-26",2002-06-05",M",F"
2020-03-19",1990-07-05",M",NO DECLARA"
2020-12-01",2002-04-24",M",F"
2020-11-17",2002-06-21",M",F"
2020-12-01",2002-12-26",M",F"
2020-12-17",2002-11-21",M",F"
2020-11-13",2002-10-17",M",F"
2020-02-27",1990-04-26",NO DECLARA",NO DECLARA"
2020-11-27",2002-04-18",M",F"
2020-02-18",1986-07-31",NO DECLARA",NO DECLARA"
2020-11-13",2002-03-06",M",F"
2020-12-22",2002-03-19",M",F"
2020-12-29",1991-03-01",M",F"
2020-11-04",2002-12-19",M",F"
2020-11-17",2002-12-09",M",F"
2020-12-16",2002-04-03",M",F"
2020-01-10",1986-04-04",NO DECLARA",F"
2020-01-07",2002-07-11",M",F"
2020-11-27",1991-08-08",NO DECLARA",NO DECLARA"
2020-12-15",2000-09-01",M",F"
2020-09-08",2002-10-03",M",F"
2020-02-27",2002-03-13",M",F"
2020-03-09",1987-02-04",NO DECLARA",F"
2020-12-03",2002-04-29",M",F"
2020-03-09",2002-02-21",M",F"
2020-12-14",1992-06-12",M",F"
2020-11-30",1992-04-21",NO DECLARA",NO DECLARA"
2020-08-24",2003-08-01",M",F"
2020-10-14",2002-05-15",M",F"
2020-09-09",2002-11-22",M",F"
2020-03-11",1991-09-27",NO DECLARA",NO DECLARA"
2020-01-02",2002-04-10",M",F"
2020-11-13",2002-09-13",M",F"
2020-08-25",1991-10-11",NO DECLARA",NO DECLARA"
2020-02-21",2000-12-28",M",F"
2020-12-03",2000-11-02",M",F"
2020-03-16",2002-04-19",M",F"
2020-12-01",2002-05-02",M",F"
2020-11-26",1992-03-13",M",NO DECLARA"
2020-12-22",1992-08-03",NO DECLARA",NO DECLARA"
2020-10-27",1992-08-19",M",F"
2020-03-12",2002-11-29",M",F"
2020-01-08",2002-03-27",M",F"
2020-09-29",2000-12-07",M",F"
2020-08-20",1992-02-14",M",F"
2020-08-10",2002-11-27",M",F"
2020-10-23",1991-12-18",M",F"
2020-12-28",1987-06-08",M",NO DECLARA"
2020-02-18",2000-01-06",M",F"
2020-11-07",2002-12-11",M",F"
2020-11-17",2002-10-10",M",F"
2020-12-15",2002-12-26",M",F"
2020-12-06",2002-05-24",M",F"
2020-02-05",2002-04-10",M",F"
2020-11-04",1991-10-18",NO DECLARA",F"
2020-11-25",2002-08-30",M",F"
2020-12-02",2002-02-21",M",F"
2020-02-17",2002-12-12",M",F"
2020-11-05",2002-11-27",M",F"
2020-11-20",1991-03-08",NO DECLARA",NO DECLARA"
2020-08-27",1988-03-07",NO DECLARA",F"
2020-12-02",2002-11-01",M",F"
2020-12-15",2002-12-27",M",F"
2020-03-09",2002-04-19",M",F"
2020-09-04",1991-04-04",M",NO DECLARA"
2020-10-30",2002-12-23",M",F"
2020-08-05",2002-05-13",M",F"
2020-12-11",1987-09-17",NO DECLARA",NO DECLARA"
2020-01-06",1984-11-22",NO DECLARA",F"
2020-11-18",2002-03-15",M",F"
2020-11-12",2002-01-11",M",F"
2020-11-16",2002-10-09",M",F"
2020-08-27",1987-12-02",NO DECLARA",NO DECLARA"
2020-10-13",1991-02-27",M",F"
2020-12-21",2002-09-10",M",F"
2020-10-08",1984-03-13",NO DECLARA",NO DECLARA"
2020-08-24",2002-11-22",M",F"
2020-09-22",1989-09-20",NO DECLARA",NO DECLARA"
2020-11-17",2002-02-21",M",F"
2020-03-10",2002-02-08",M",F"
2020-02-06",2002-05-10",M",F"
2020-08-31",2002-11-01",M",F"
2020-03-10",2002-08-22",M",F"
2020-01-07",2002-09-06",M",F"
2020-09-16",2002-05-24",M",F"
2020-09-21",1985-08-01",NO DECLARA",NO DECLARA"
2020-08-10",2002-03-08",M",F"
2020-03-09",1988-12-26",NO DECLARA",NO DECLARA"
2020-11-26",2002-02-14",M",F"
2020-12-01",2002-12-13",M",F"
2020-11-16",2002-09-06",M",F"
2020-12-03",1991-11-14",M",F"
2020-09-08",1989-06-08",NO DECLARA",NO DECLARA"
2020-11-09",2002-11-21",M",F"
2020-11-17",2002-07-19",M",F"
2020-03-13",1989-03-17",NO DECLARA",NO DECLARA"
2020-12-23",2002-03-21",M",F"
2020-03-11",2002-09-26",M",F"
2020-12-15",1989-07-20",NO DECLARA",F"
2020-08-13",2002-12-04",M",F"
2020-02-27",2002-07-15",M",F"
2020-02-20",2003-04-02",M",F"
2020-03-17",2003-11-27",M",F"
2020-01-03",2003-04-28",M",F"
2020-02-26",2003-12-19",M",F"
2020-02-13",2003-11-13",M",F"
2020-03-11",1997-12-19",M",F"
2020-12-03",1989-11-09",M",NO DECLARA"
2020-11-20",2003-12-11",M",F"
2020-01-02",2003-08-15",M",F"
2020-11-27",1991-03-15",M",F"
2020-03-03",2003-03-06",M",F"
2020-12-23",2003-11-20",M",F"
2020-10-21",2003-09-05",M",F"
2020-11-04",2003-11-03",M",F"
2020-12-30",2003-12-12",M",F"
2020-08-18",2003-03-28",M",F"
2020-10-27",2003-07-04",M",F"
2020-06-11",1991-04-02",NO DECLARA",NO DECLARA"
2020-11-03",2003-03-07",M",F"
2020-09-22",2003-12-16",M",F"
2020-12-23",2003-09-17",M",F"
2020-03-04",1985-02-22",NO DECLARA",NO DECLARA"
2020-02-26",2003-03-06",M",F"
2020-02-20",1990-10-25",M",F"
2020-09-07",2003-09-04",M",F"
2020-01-02",1996-12-13",M",F"
2020-12-03",1991-03-25",M",F"
2020-07-07",2002-10-11",M",F"
2020-10-19",1986-12-04",NO DECLARA",NO DECLARA"
2020-02-17",2003-09-17",M",F"
2020-12-14",2002-04-15",M",F"
2020-10-26",2003-05-15",M",F"
2020-12-11",1986-11-03",NO DECLARA",NO DECLARA"
2020-03-17",2003-08-05",M",F"
2020-12-10",2003-12-15",M",F"
2020-11-13",2003-12-19",M",F"
2020-01-10",2003-12-19",M",F"
2020-09-14",2003-07-24",M",F"
2020-12-04",2003-04-25",M",F"
2020-11-17",2003-11-06",M",F"
2020-11-16",2003-04-11",M",F"
2020-01-10",2003-01-02",M",F"
2020-12-15",2003-08-22",M",F"
2020-09-04",2003-09-25",M",F"
2020-10-30",2002-07-19",M",F"
2020-02-10",2002-11-04",M",F"
2020-11-17",2003-09-26",M",F"
2020-08-21",2002-10-29",M",F"
2020-11-13",1997-04-10",M",F"
2020-09-08",1996-02-13",M",F"
2020-12-09",2002-10-22",M",F"
2020-01-07",1997-06-26",NO DECLARA",NO DECLARA"
2020-01-07",2003-04-16",M",F"
2020-02-21",2002-07-11",M",F"
2020-11-16",2002-10-25",M",F"
2020-11-13",1996-12-26",M",F"
2020-01-20",2002-08-15",M",F"
2020-11-05",2002-09-27",M",F"
2020-12-02",2003-12-22",M",F"
2020-10-29",2003-04-03",M",F"
2020-03-17",2002-06-24",M",F"
2020-01-07",1996-09-30",NO DECLARA",F"
2020-10-27",2003-08-07",M",F"
2020-10-01",2003-05-08",M",F"
2020-12-10",2003-05-02",M",F"
2020-09-03",2003-06-19",M",F"
2020-08-07",1987-01-22",NO DECLARA",NO DECLARA"
2020-11-13",2003-10-23",M",F"
2020-12-04",2003-02-28",M",F"
2020-11-04",2003-06-19",M",F"
2020-12-21",2003-09-11",M",F"
2020-07-21",2003-05-09",M",F"
2020-10-09",2003-04-21",M",F"
2020-01-08",1989-09-08",NO DECLARA",NO DECLARA"
2020-02-04",2003-03-27",M",F"
2020-09-21",2003-02-27",M",F"
2020-12-04",2003-07-03",M",F"
2020-02-14",2003-11-14",M",F"
2020-12-01",2003-09-12",M",F"
2020-02-26",2003-09-10",M",F"
2020-09-08",2003-09-18",M",NO DECLARA"
2020-09-08",1989-07-06",NO DECLARA",F"
2020-01-30",2003-11-03",M",F"
2020-01-29",2003-11-03",M",F"
2020-03-16",2003-11-24",M",F"
2020-10-11",1990-04-11",M",F"
2020-12-11",2003-01-10",M",F"
2020-10-02",1991-05-14",M",F"
2020-07-30",1986-03-13",NO DECLARA",NO DECLARA"
2020-08-14",2003-05-02",M",F"
2020-11-30",2003-02-20",M",F"
2020-12-02",2003-05-26",M",F"
2020-01-30",1986-07-04",NO DECLARA",NO DECLARA"
2020-12-01",1989-08-22",NO DECLARA",NO DECLARA"
2020-03-13",2003-12-09",M",F"
2020-10-20",2003-12-26",DESCONOCIDO",F"
2020-09-28",2003-09-25",M",F"
2020-12-03",2003-05-02",M",F"
2020-02-21",2003-04-24",M",F"
2020-01-09",2003-12-18",M",F"
2020-03-10",2003-11-21",M",F"
2020-12-02",2003-07-04",M",F"
2020-09-23",2003-07-31",M",F"
2020-11-30",2003-07-17",M",F"
2020-01-09",1986-11-10",NO DECLARA",NO DECLARA"
2020-12-01",2003-05-08",M",F"
2020-08-11",2003-02-07",M",F"
2020-03-10",2003-09-18",M",F"
2020-01-02",2003-03-13",M",F"
2020-02-26",2003-06-27",M",F"
2020-08-03",2003-04-04",M",F"
2020-02-27",1986-02-18",NO DECLARA",NO DECLARA"
2020-02-10",1989-08-04",NO DECLARA",NO DECLARA"
2020-01-22",2003-12-05",M",F"
2020-02-13",2003-03-07",M",F"
2020-11-30",2003-02-28",M",F"
2020-01-06",2003-03-12",M",F"
2020-12-23",2003-04-25",M",F"
2020-11-09",1989-12-15",NO DECLARA",NO DECLARA"
2020-10-13",2004-04-23",M",F"
2020-12-04",2004-02-27",M",F"
2020-12-03",1988-06-24",NO DECLARA",NO DECLARA"
2020-01-08",2004-04-07",M",F"
2020-01-22",2004-08-20",M",F"
2020-03-09",2004-07-23",M",F"
2020-03-04",1986-07-04",M",F"
2020-12-10",1988-03-21",NO DECLARA",NO DECLARA"
2020-07-31",2004-10-14",M",F"
2020-08-07",2004-10-14",M",F"
2020-08-26",2008-02-22",M",F"
2020-09-14",2004-02-20",M",F"
2020-09-28",2004-11-26",M",F"
2020-12-04",1988-01-21",NO DECLARA",NO DECLARA"
2020-12-15",2004-05-07",M",F"
2020-09-22",2004-10-21",M",F"
2020-11-16",2008-12-29",M",F"
2020-10-20",2008-10-30",M",F"
2020-08-26",2004-12-10",M",F"
2020-02-19",1989-10-18",M",NO DECLARA"
2020-12-29",1988-03-03",NO DECLARA",NO DECLARA"
2020-12-11",1986-04-30",NO DECLARA",NO DECLARA"
2020-11-13",1989-11-30",M",F"
2020-12-18",2007-09-21",M",F"
2020-09-16",2004-11-05",M",F"
2020-02-19",2004-02-09",M",F"
2020-12-21",2004-06-10",M",F"
2020-12-09",1990-03-05",M",NO DECLARA"
2020-03-10",2004-07-08",M",F"
2020-08-18",2004-10-20",M",F"
2020-12-18",1986-03-18",NO DECLARA",NO DECLARA"
2020-09-30",1986-04-22",NO DECLARA",NO DECLARA"
2020-03-05",2006-11-20",M",F"
2020-09-11",2008-05-23",M",F"
2020-03-05",2004-04-14",M",F"
2020-02-13",2006-03-20",M",F"
2020-11-19",1988-04-15",M",F"
2020-02-21",1988-07-14",NO DECLARA",NO DECLARA"
2020-11-25",2003-10-15",M",F"
2020-01-23",2003-10-24",M",F"
2020-11-27",2004-06-18",M",F"
2020-09-25",2005-01-03",M",F"
2020-11-13",2004-02-06",M",F"
2020-01-08",1988-12-09",NO DECLARA",F"
2020-03-05",2004-01-16",M",F"
2020-01-10",1986-09-08",M",F"
2020-08-21",2004-08-06",M",F"
2020-09-10",2003-07-10",M",F"
2020-10-22",2003-12-29",M",F"
2020-10-06",2003-03-21",M",F"
2020-11-16",2003-09-19",M",F"
2020-12-16",2003-04-04",M",F"
2020-09-23",2004-05-14",M",F"
2020-10-06",2003-11-20",M",F"
2020-03-11",2004-07-28",M",F"
2020-12-14",2003-01-02",M",F"
2020-03-16",2005-12-09",M",F"
2020-03-10",2003-03-13",M",F"
2020-12-04",2004-12-06",M",F"
2020-12-03",1986-09-05",M",NO DECLARA"
2020-01-10",2003-12-12",M",F"
2020-12-15",2003-12-18",M",F"
2020-09-08",2004-10-12",M",F"
2020-12-19",2006-06-29",M",F"
2020-12-09",2006-11-07",M",F"
2020-01-31",2006-05-05",M",F"
2020-08-19",2006-10-20",M",F"
2020-11-26",2005-06-23",M",F"
2020-02-10",1990-10-05",NO DECLARA",NO DECLARA"
2020-12-04",1990-09-07",M",F"
2020-08-21",2006-09-29",M",DESCONOCIDO"
2020-03-02",2005-12-01",M",F"
2020-01-07",2007-09-28",M",F"
2020-12-02",1990-07-04",M",F"
2020-03-11",2006-04-28",M",F"
2020-08-26",2006-01-05",M",F"
2020-02-11",1987-05-27",NO DECLARA",NO DECLARA"
2020-01-08",2006-12-15",M",F"
2020-09-30",1985-02-11",NO DECLARA",NO DECLARA"
2020-02-18",2006-11-06",M",F"
2020-07-30",2006-09-06",M",F"
2020-11-14",2006-12-21",M",F"
2020-02-14",1986-09-03",NO DECLARA",F"
2020-12-04",2006-11-27",M",F"
2020-09-25",2006-07-07",M",F"
2020-12-01",2006-06-29",M",F"
2020-09-22",1990-12-28",NO DECLARA",NO DECLARA"
2020-12-22",1990-11-09",M",F"
2020-11-27",2006-11-16",M",F"
2020-10-14",2006-05-19",M",F"
2020-02-28",1990-03-02",M",NO DECLARA"
2020-12-01",2005-01-28",M",F"
2020-02-20",2005-12-15",NO DECLARA",F"
2020-12-09",2005-12-02",M",F"
2020-08-12",2006-03-16",M",F"
2020-12-18",1987-11-27",NO DECLARA",NO DECLARA"
2020-12-01",2005-09-02",M",F"
2020-12-30",2005-04-29",M",F"
2020-01-23",1990-12-12",M",F"
2020-12-03",2005-06-15",M",F"
2020-02-13",1990-07-27",NO DECLARA",NO DECLARA"
2020-11-03",2005-04-12",M",F"
2020-12-22",2005-04-29",M",F"
2020-11-19",2005-09-30",M",F"
2020-11-19",2005-03-18",M",F"
2020-01-08",2005-03-16",M",F"
2020-10-11",2004-10-14",M",F"
2020-03-17",2005-08-08",M",F"
2020-12-01",2005-12-15",M",F"
2020-02-10",2005-03-22",M",F"
2020-02-20",1985-11-26",NO DECLARA",NO DECLARA"
2020-03-10",2005-11-15",M",F"
2020-10-19",2005-02-25",M",F"
2020-12-24",2005-11-08",M",F"
2020-02-13",2005-11-24",M",F"
2020-11-13",2005-04-15",M",F"
2020-08-05",1990-10-16",NO DECLARA",NO DECLARA"
2020-12-21",1987-12-04",NO DECLARA",F"
2020-11-06",2005-07-29",M",F"
2020-02-10",2004-11-15",M",F"
2020-10-02",2004-05-27",M",NO DECLARA"
2020-08-24",2007-07-20",M",F"
2020-10-28",1986-02-13",NO DECLARA",NO DECLARA"
2020-10-28",1985-12-12",DESCONOCIDO",F"
2020-12-28",1999-03-03",M",F"
2020-01-10",1990-04-23",NO DECLARA",NO DECLARA"
2020-01-16",1995-11-16",M",F"
2020-12-16",2001-09-21",M",F"
2020-11-20",1998-05-21",M",F"
2020-02-14",1986-01-31",NO DECLARA",NO DECLARA"
2020-08-06",1999-09-02",M",F"
2020-01-10",2001-03-30",M",F"
2020-09-03",1985-11-07",NO DECLARA",NO DECLARA"
2020-11-26",1999-10-15",M",F"
2020-10-05",2001-06-19",M",F"
2020-10-16",2004-04-01",M",F"
2020-09-17",1999-07-29",M",F"
2020-12-04",2001-09-25",M",F"
2020-11-03",2004-11-26",M",F"
2020-07-16",1998-11-13",M",F"
2020-12-04",1983-12-02",NO DECLARA",NO DECLARA"
2020-09-21",1998-02-27",M",F"
2020-10-12",1998-06-16",M",F"
2020-02-21",1999-04-29",M",F"
2020-01-08",1999-11-09",M",F"
2020-08-14",2001-09-18",M",F"
2020-10-07",2001-07-27",M",F"
2020-11-09",2001-08-31",M",F"
2020-12-30",1985-12-20",NO DECLARA",NO DECLARA"
2020-09-28",2001-07-20",M",F"
2020-12-03",2004-03-03",M",F"
2020-12-18",2001-04-27",M",F"
2020-12-14",1990-03-01",M",F"
2020-10-14",1983-12-02",NO DECLARA",NO DECLARA"
2020-12-14",2007-04-12",M",F"
2020-09-29",2007-11-29",M",F"
2020-08-05",2007-12-06",M",F"
2020-11-18",2007-08-01",M",F"
2020-10-22",2007-02-15",M",F"
2020-12-14",2007-04-19",M",F"
2020-12-21",2007-09-12",M",F"
2020-01-02",1990-07-06",NO DECLARA",NO DECLARA"
2020-09-15",1996-11-14",M",F"
2020-08-10",2007-04-20",M",F"
2020-01-09",2007-04-04",M",F"
2020-11-30",2007-03-16",M",F"
2020-12-22",2007-03-14",M",F"
2020-03-02",1996-08-20",M",F"
2020-11-19",2007-05-04",M",F"
2020-12-11",2007-10-12",M",F"
2020-08-31",2007-08-24",M",F"
2020-12-17",2007-11-02",M",F"
2020-07-16",1990-09-06",M",NO DECLARA"
2020-12-01",2007-09-26",M",F"
2020-11-17",1996-06-20",M",F"
2020-12-28",1996-03-15",M",F"
2020-11-18",2007-10-18",M",F"
2020-11-20",1996-11-21",M",F"
2020-03-11",2007-11-23",M",F"
2020-11-30",1996-05-23",M",F"
2020-09-16",2007-11-22",M",F"
2020-10-27",2007-09-07",M",F"
2020-12-24",1996-06-11",NO DECLARA",F"
2020-10-30",1996-11-29",M",F"
2020-01-06",1997-08-26",NO DECLARA",F"
2020-11-20",1997-02-25",M",F"
2020-11-17",1997-02-25",M",F"
2020-11-18",2007-09-18",M",F"
2020-12-01",2007-12-20",M",F"
2020-11-27",2007-09-27",M",F"
2020-02-10",1984-12-06",NO DECLARA",NO DECLARA"
2020-11-13",2007-01-25",M",F"
2020-08-13",2007-12-12",M",F"
2020-09-04",2007-11-30",M",F"
2020-11-19",1990-12-26",NO DECLARA",NO DECLARA"
2020-02-17",1991-08-15",NO DECLARA",NO DECLARA"
2020-11-26",1991-01-09",NO DECLARA",NO DECLARA"
2020-10-20",1989-09-07",NO DECLARA",NO DECLARA"
2020-11-20",1991-05-06",M",F"
2020-02-18",1989-01-30",M",NO DECLARA"
2020-08-06",1990-02-09",M",NO DECLARA"
2020-11-13",1991-09-13",NO DECLARA",NO DECLARA"
2020-03-02",1991-09-20",M",NO DECLARA"
2020-12-14",1990-06-29",NO DECLARA",NO DECLARA"
2020-01-02",1990-08-02",NO DECLARA",NO DECLARA"
2020-12-22",1990-09-28",M",F"
2020-07-17",1990-10-18",NO DECLARA",NO DECLARA"
2020-07-10",1990-10-05",M",NO DECLARA"
2020-03-02",1989-12-04",M",F"
2020-11-17",1990-12-05",M",F"
2020-10-30",1989-12-15",NO DECLARA",NO DECLARA"
2020-10-20",1989-11-29",NO DECLARA",NO DECLARA"
2020-11-19",1989-12-28",M",F"
2020-03-10",1990-03-12",M",NO DECLARA"
2020-01-07",1989-07-13",M",F"
2020-02-19",2004-09-22",M",F"
2020-03-11",2004-10-07",M",F"
2020-08-16",2004-11-18",M",F"
2020-10-28",1987-01-09",NO DECLARA",NO DECLARA"
2020-12-11",2000-03-30",M",F"
2020-03-12",1989-03-02",M",NO DECLARA"
2020-09-08",1986-04-30",M",NO DECLARA"
2020-02-17",2000-11-27",M",F"
2020-11-09",1989-05-05",NO DECLARA",NO DECLARA"
2020-12-18",2004-12-22",M",F"
2020-11-19",2001-01-11",M",F"
2020-09-18",2001-07-13",M",F"
2020-03-03",1986-10-20",NO DECLARA",NO DECLARA"
2020-08-07",1989-11-16",NO DECLARA",F"
2020-02-21",1986-11-25",NO DECLARA",NO DECLARA"
2020-12-04",2004-07-30",M",NO DECLARA"
2020-02-18",1998-10-05",M",F"
2020-12-18",1998-08-12",M",F"
2020-03-02",2004-07-23",M",F"
2020-12-29",1992-12-23",M",DESCONOCIDO"
2020-01-07",1988-08-26",NO DECLARA",NO DECLARA"
2020-02-19",1996-04-18",M",F"
2020-11-18",1997-11-17",NO DECLARA",NO DECLARA"
2020-03-03",1997-05-15",M",F"
2020-08-02",1997-12-19",M",NO DECLARA"
2020-12-04",1995-03-16",M",F"
2020-09-24",1994-02-02",NO DECLARA",NO DECLARA"
2020-11-07",1994-05-04",M",F"
2020-01-09",1997-03-13",NO DECLARA",F"
2020-11-16",1995-09-18",M",F"
2020-12-09",1995-09-26",NO DECLARA",F"
2020-08-22",1996-09-26",M",F"
2020-01-09",1996-11-08",M",F"
2020-01-02",1995-11-03",NO DECLARA",F"
2020-11-06",1996-05-31",M",F"
2020-01-02",1997-05-30",M",F"
2020-01-09",1995-03-10",M",F"
2020-02-19",1997-09-24",M",F"
2020-02-19",1996-02-28",M",F"
2020-03-11",1995-05-05",M",F"
2020-09-11",1996-10-24",NO DECLARA",F"
2020-10-28",1997-02-07",M",NO DECLARA"
2020-01-09",1997-03-10",M",F"
2020-07-16",1996-09-25",M",F"
2020-03-10",1994-04-19",NO DECLARA",NO DECLARA"
2020-03-12",1994-05-10",M",F"
2020-11-29",1996-12-20",M",F"
2020-12-21",1994-03-24",M",F"
2020-03-16",1994-05-05",NO DECLARA",NO DECLARA"
2020-03-11",1993-08-19",NO DECLARA",NO DECLARA"
2020-03-09",1992-08-03",NO DECLARA",NO DECLARA"
2020-09-02",1993-03-12",NO DECLARA",DESCONOCIDO"
2020-01-09",1993-03-26",NO DECLARA",F"
2020-12-04",1992-07-17",NO DECLARA",F"
2020-12-09",1993-11-26",M",F"
2020-01-09",1993-12-15",NO DECLARA",F"
2020-09-21",1994-01-07",M",F"
2020-03-06",1992-05-28",NO DECLARA",NO DECLARA"
2020-11-09",1992-09-09",NO DECLARA",F"
2020-03-10",1994-03-18",NO DECLARA",F"
2020-11-11",1991-09-19",NO DECLARA",NO DECLARA"
2020-01-02",1991-12-11",NO DECLARA",F"
2020-08-18",1994-05-27",NO DECLARA",F"
2020-12-28",1992-09-15",M",NO DECLARA"
